txt,intent
"Hoje eu me senti pior, não to com falta de ar, mas acordei mais mole, com dor no corpo e tosse",inform_symptoms
Logo no começo dessa pandemia eu gripei mais passou,inform_symptoms
Oq fazer tosse persistente,request_inform
No momento é errado ?,request_inform
"Olá Dayanne, prazer meu nome é kaline sou filha do Francisco.",greeting
Por volta de sexta fiquei febril,inform_symptoms
Pode me dizer qual?,request_inform
Ainda sem paladar e sem sentir cheiro,inform_symptoms
Era somente isso mesmo . Obrigado!,greeting
Minha filha tem problemas respiratório,inform_symptoms
Tenho rinite alérgica e quando tenho crise preciso tomar antibiótico,inform_symptoms
"Dipirona pode aliviar a dor, mas se estiver inflamada?",request_inform
Meu pai está com 38 de febre,inform_symptoms
E tem varias pessoas que conheço que estão com os mesmos sintomas e acham que é só gripe,inform_symptoms
Lupus,inform_symptoms
Meu filho está febril. Olhos avermelhados. Nariz entupido,inform_symptoms
Quando ando demais fico cansada,inform_symptoms
Vc aconselho eu tentar fazer aquele exame das farmácias?,request_inform
Não tomei nenhum remédio,inform_medicine
Qual o que pode realizar no terceiro?,request_inform
Tudo que ele vai fazer cansa logo,inform_symptoms
A dor de cabeça que estou sentindo é devido a esses dia sem dormir,inform_symptoms
Mas os sintomas não aumentaram de coriza e tosse,inform_symptoms
Não é só um pavor por não poder respirar,inform_symptoms
Ouvi dizer q perda do olfato e paladar poderia ser um dos sintomas da covid,inform_symptoms
E tenho meus netos que tem problemas de bronquite e asma,inform_symptoms
"Acho que esses sintomas que estou tento, é devido ao respingos se chuva que peguei na segunda-feira a tarde. Por um descuido.  Tive inflamação na garganta de segunda pra terça,  tomei nimesulida contra isso. E a partir da terça-feira a tarde, veio as tosses.  Acho que esses meus sintomas é devido a esses respingos de chuva que peguei.",inform_symptoms
Essa queimação não tem nada a ver com o covid-19?,request_inform
Olá. Bom dia.  Gostaria de saber quais os cuidados recomendados para uma idosa diabética e hipertensa com os sintomas abaixo: - Teve 2 dias espirrando e com coriza  - Apresentou tosse seca esporádica - Reclama do nariz ressecado com sensação de entupimento - Relatou fraqueza - Teve perda total de olfato,inform_symptoms
"Como muita tosse, fortes dores no corpo",inform_symptoms
Tem como vir uma equipe médica no meu endereço?,request_inform
Já falei pra vocês que tive no hospital na quinta passada. O médico me examinou. Me escutou e viu a minha oxigenação e estava tudo normal. Ele só não olhou minha garganta.,inform_symptoms
Estou me sentindo bem melhor,inform_symptoms
Acredito qie estava bem forte,inform_symptoms
Mas quinta feira ele vomitou,inform_symptoms
Eu tô com infeção na urina muito frote,inform_symptoms
"Agora só estou com a dor nas costas, boca seca, diarréia não tão frequente",inform_symptoms
Tudo bem muito obgda,greeting
Depois deu febre vomito e diarreia,inform_symptoms
E o que permanece e  a dor nas costas,inform_symptoms
Ficou só às dores no meio das minhas costas,inform_symptoms
obgd,greeting
Senti muita fraqueza,inform_symptoms
"Espirros, moleza, falta de apetite",inform_symptoms
"Não estou com febre, agora. Sinto um pouco de dor nas costas, mas de forma muito sutil. Atribuo ao tem que passei deitada.",inform_symptoms
Não . Tomei logo um remedio,inform_medicine
"Se piorar is sintomas, como dor no peito, o que fazer ?",request_inform
Esses sintomas aparecem e depois que eu tomo a medicação melhora.,inform_medicine
Como seria a falta de ar q o covid-19 causa.,request_inform
Como se a garganta tivesse fechando..,inform_symptoms
"Senti muita dor no corpo, de cabeça e febre",inform_symptoms
Tá bom muito obrigado,greeting
Nariz entupido e espirro,inform_symptoms
obrigado!,greeting
Porém já tenho um problema respiratório assim como meu pai possui,inform_symptoms
Aceleração no coração,inform_symptoms
"Já fez duas ablação, toma remédio pra pressão alta.",inform_medicine
Já tive febre dor d cabeca cansaço perdi o olfato e paladar... Só q já fiquei boa desses sintomas pois já estar com 3 semana porém a 8 dias apareceu uma erupções na pele q conça,inform_symptoms
"Não, só moleza no corpo e não estou sentindo muito o gosto da comida .",inform_symptoms
Estou tossindo muito,inform_symptoms
"Obrigada ,boa noite.",greeting
Continuo tossindo e hoje um pouco de dores nas costas,inform_symptoms
"Certo, muito obrigada!",greeting
Sim por favor.,greeting
E redobrar os cuidados ?,request_inform
Coriza sim,inform_symptoms
O NARIZ NÃO ESTA MAIS ENTUPIDO,inform_symptoms
"Tá certo, desde já obrigado.",greeting
Devido a irritação e falta de paciencia,inform_symptoms
Só que o que está me incomodando mais e o meu nariz,inform_symptoms
Ainda posso transmitir o covid?,request_inform
"Está melhorando, pois os outros sintomas sumiram, só a perda de olfato e paladar que ela continuou",inform_symptoms
Obrigada! Bom trabalho,greeting
Só sinto dores no corpo,inform_symptoms
E sensação de peso na cabeça,inform_symptoms
De ontem pra hoje comecei a sentir dor nos olhos quando os movimento,inform_symptoms
O que eu poderia estar tomando?,request_inform
Estou mim sentindo angustiada com muito medo,inform_symptoms
Um pouco... Mais a dor de cabeça continua,inform_symptoms
Obrigado pela atenção Valeska. Que Deus abençoe vc e a todos os profissionais da saúde.,greeting
Já tomei paracetamol,inform_medicine
QUERO saber se preciso ir ao médico?,request_inform
E calafrios como se eu estivesse com febre mais minha temperatura estar normal,inform_symptoms
Tenho que respirar bem fundo,inform_symptoms
Eu tenho que ficar em quarto isolado?,request_inform
"E eu também passei a sentir somente a dor no corpo desde segunda à tarde. Porém, sem febre.",inform_symptoms
Agora eu não sei pq que as vezes me da tontura,inform_symptoms
Oq vc me diz,request_inform
"Olá, boa tarde!  Como a febre não passou mais com paracetamol desde ontem, resolvemos levá-lo ao hospital.",inform_medicine
500 mg....Até Quantos dia o tratamento?,request_inform
Um pouco de dor,inform_symptoms
Um pouco de febre,inform_symptoms
"Aqui é a filha dele, meu pai vem sentindo febre, dor nas costa (mais tou um relaxante muscular e não teve mais dor), tosse com secreção e com a boca amargando.",inform_symptoms
Muito obrigada pela atenção !,greeting
e utilizo alektos,inform_medicine
"Estou falando pela minha mãe, certo?!",request_inform
Não tive febre alta,inform_symptoms
Minha empresa está dentro das que podem funcionar o que faço?,request_inform
Estou bastante preocupado e também sofro transtorno de ansiedade aí fica pior ainda.,inform_symptoms
Tomo premidisona,inform_medicine
So mesmo sentido a garganta estranha,inform_symptoms
Os sintomas podem ser de Covid?,request_inform
Já tive febre mas tomei ibrofeno e passou,inform_medicine
"Uma coceira na garganta , mas pouca. Só de vez em quando",inform_symptoms
"É obesa, hipertensa e idosa",inform_symptoms
O Corona vírus dá uma sensação horrível na boca ?,request_inform
"Hj amanheci com garganta doendo e tossindo .me deu uma dor de cabeça não muito forte , fraca. E depois um pouco de falta de ar....mas a falta de ar e pouca.tomei um remédio pra garganta e pra dor de cabeça.melhorei a dor de cabeça.mas ainda tenho pouco de falta de ar.e corpo um pouco dolorido como se fosse uma virose.",inform_symptoms
Aspirina,inform_medicine
Até meu peito dói quando eu estou tocindo,inform_symptoms
Porque estou com os ouvindo emflamando,inform_symptoms
"Não está tendo febre,nem dores no corpo nem dor de cabeça e não está com tosse",inform_symptoms
"Ela sintiu tudo que eu sinto há uma semana atrás, hoje só persiste uma tosse muito seca e esse incômodo na garganta..",inform_symptoms
E um cansaço físico,inform_symptoms
Hoje não tivemos febre,inform_symptoms
Gostaria de saber se posso usar esse xarope,request_inform
Não recordo bem o dia mas lembro que dia 22 ou 23 de abril ele já se queixava de uma moleza no corpo como se fosse gripar,inform_symptoms
Outra vez obrigado,greeting
Esses sintomas vão piorar com certeza. Ou pode ser que não?,request_inform
Só uso sulfato ferroso,inform_medicine
É necessário eu abandonar o quarto?,request_inform
E essa dor no meu corpo,inform_symptoms
"Estava tomando dipirona de 8 em 8 horas no começo, mas como a febre não passava diminuí o intervalo para 6, ontem tomei as 10 horas da manhã, e como não tive febre, não tomei as 18",inform_medicine
Quando tusso estou cheia de secreção,inform_symptoms
Cimegripe de 4 em 4 horas,inform_medicine
"Estava sendo acompanhando por aqui, hj amanheci muito melhor mais ao anoitecer sempre aumenta as faltas de ar.",inform_symptoms
Percebo já faz uns quatro dias dor de cabeça leve que dá mais durante a noite e dor nas costas,inform_symptoms
"Olá Gabriela, boa noite. Estou com alguns sintomas gostaria de uma orientação por favor",request_inform
Esses sucos sao indicados?,request_inform
E hj tive diarreia e acabei de medir a temperatura,inform_symptoms
Ontem a noite eu vomitei.,inform_symptoms
"bom dia Jessica, tudo bem?",greeting
"Boa tarde Pela manhã sintie,dor de garganta,o meu nariz amanheceu  escorrendo, dor de cabeça",inform_symptoms
Tem q ser constante ?,request_inform
Ele corre riscos?,request_inform
Unico sintoma so a tosse,inform_symptoms
Garganta doendo um pouco,inform_symptoms
Mas estava apouco com muito frio tomei dipirona que o médico passou caso sentisse febre e estou suando muito mas ainda com sensação de mal está,inform_symptoms
meu marido está sentindo umas palpitações no coração,inform_symptoms
