txt,label,correct_label,used_intents,intents
Vc aconselho eu tentar fazer aquele exame das farmácias?,request_inform,,,
Na minha casa meu esposo teve febre tosse por uns dias,inform_symptoms,,,
"Com muito esforço, consegue sair da cama sim.",inform_symptoms,,,
Sintomas de gripe,inform_symptoms,,,
Já não estava mais né sentindo tão quente,inform_symptoms,,,
Só a diarreia e dores nas pernas.,inform_symptoms,,,
Sentiu falta de ar hoje de manhã,inform_symptoms,,,
Sim estive dentro de casa sim,inform,,,
BENEGRIPE E O EXPECTORANTE,inform_medicine,,,
Pode ser o que?,request_inform,,,
É como se minha respiração não completasse. Fosse só até o estômago,inform_symptoms,,,
Nao so tou comendo comidas leves e pouco,inform,,,
Com mal estar,inform_symptoms,,,
Pk,inform,unknown,,
"Chás,  sopas, sucos e frutas",inform_medicine,,,
Bom dia Maria eu estava dormindo e direpente eu amanhece com uma tosse e a minha garganta começou arder,inform_symptoms,,,
A dor desde o início,inform,,,
Está com meia hora que eu tomei comprimido,inform_medicine,,,
Não vejo a hora,inform,,,
Sinusite apenas,inform_symptoms,,,
Estou me alimentando normal,inform,,,
Os outros foram durante a semana,inform,,,
"Estou com muita dor de garganta, dor de cabeça, e uma moleza no corpo.",inform_symptoms,,,
Com o incômodo na garganta,inform_symptoms,,,
"Tenho uma bebê de 1ano e 7meses que ainda mama e mais 3 crianças,de 4,6,10",inform,,,
"Ok, irei levar ela.",inform,,,
Aerolin,inform_medicine,,,
Qual hospital mas próxima poderia ir aqui no Maracanaú,request_inform,,,
E próximo,request_inform,,,
Durante a noite,inform,,,
Ele  também  está  sendo acompanhado  como  eu estou,inform,,,
"Aqui tem um posto, só que só funciona amanhã, a UPA é lotada, tenho medo de passar para outras pessoas",inform,,,
só diarreia  começou  ontem,inform_symptoms,,,
Voltar lá,inform,unknown,,
Quais os sintomas do coronavirus?,request_inform,,,
"Nesse caso, quantos dias terei que manter o isolamento ?",request_inform,,,
Estou com medo do corona aqui por conta dela,inform_symptoms,,,
Quanto tempo minha mãe precisa ficar isolada e sem ir ao trabalho?,request_inform,,,
No momento tenho apenas paracetamol em casa,inform_medicine,,,
Vc acha que posso ter uma pneumonia,request_inform,,,
Então?,request_inform,,,
A propria medica discordou da chefe quando nao acatou o que vcs ja haviam orientado,inform,unknown,,
Mais não senti mais não,inform,,,
Mais não estou direto,inform,,,
Só ontem que ela tava com nariz escorrendo e tossindo,inform_symptoms,,,
Eu não sou uma pessoa em estado grave com esses sintomas?,request_inform,,,
Minha irmã ? Depois do dia 21 ficou bem,inform,,,
Ai acelera e sinto cansaço,inform_symptoms,,,
Quando falo ou faço atividade,inform,,,
E a falta de apetite  que aparece derrepente,inform_symptoms,,,
Já,inform,unknown,,
"Prq tem dia que eu me sinto melhor, mas tem dia que parece q piorq",inform,unknown,,
S,inform,,,
A medica passou a bombinha de Clenil e nimesulida 100mg pro vermelhidão na garganta,inform_medicine,,,
Eu estou tomando vitamina C e loratadina,inform_medicine,,,
Estou preocupado porque moro com a minha vó,inform,,,
Fico isolado no quarto aqui,inform,,,
"Continua com a tosse, dor de cabeça e dor no corpo. Existe algum remédio para amenizar?",request_inform,,,
Viu Deus te proteja,greeting,,,
Tenho uma filha de 16 anos que tbm perdeu  o olfato  e paladar  e congestionada,inform_symptoms,,,
"Eu tomo o Paco, que só é vendido com recrita médica. No momento, eu só tenho um comprimido.",inform_medicine,,,
Gostaria muito,inform,,,
Qse desmaio,inform_symptoms,,,
Não vou menor. Estou usando ele,inform,,,
Teve vômito depois de disso,inform_symptoms,,,
Com dor nos olhos,inform_symptoms,,,
não estou usando descongestionante,inform_medicine,,,
Pode ser Dipirona,inform_medicine,,,
"Passei a semana verificando minha temperatura com um aparelho digital mas não tinha febre, as vezes dava 35.6 ou subia e fica só no 37.1",inform_symptoms,,,
Vou fica em isolamento,inform,,,
E uma leve dor no tornozelo tb,inform_symptoms,,,
Ok vou pela tarde,inform,,,
Que ela está com os sintomas 9,inform_symptoms,,,
o jeito q me deito,inform,,,
A falta de ar aliviou,inform_symptoms,,,
As minhas narinas doem um pouco e uma pequena dor de cabeça,inform_symptoms,,,
Nos sentimos mais aliviados,inform_symptoms,,,
Tenho que me afastar dele?,request_inform,,,
Já me sinto um pouco melhor.. Só a dor que estou na costas.. Que incomoda,inform_symptoms,,,
Não só febril,inform_symptoms,,,
Vamos fazer no terceiro então,inform,,,
N tuso mais,inform_symptoms,,,
Tenho dúvida com a questão do isolamento,request_inform,,,
Meu PCR deu 10.9,inform,,,
Tenho gastrite cronica,inform_symptoms,,,
São verdadeiros?,request_inform,,,
só isso mesmo,inform,,,
É consequência da tosse. Tomei aerossol,inform_symptoms,,,
sinto,inform_symptoms,unknown,,
Pq eu sentia muita dor no corpo e tinha diarea e só no segundo dia fui ter torce,inform_symptoms,,,
Não posso voltar às minhas atividades normais?,request_inform,,,
Ler livro eu não consigo le-lo até o final,inform,,,
garganta não inflamou só irritou,inform_symptoms,,,
Tô de olho nela,inform,,,
Eu engulo tem tipo um entalo.,inform_symptoms,,,
"E eu, minha esposa e minha filha na nossa casa",inform,,,
É q eu estou com dor forte no peito e foi torcindo muito e tenho pressão  altar,inform_symptoms,,,
Estou com Corona ?,request_inform,,,
Ela tem 71 anos,inform,,,
"Apenas não a febre e dores no primeiro a noite, madrugada",inform_symptoms,,,
Porque moramos com meus pais,inform,,,
Ele tem uma leve arritmia,inform_symptoms,,,
Medi agora 36.8,inform,,,
Devo ir ao upa,request_inform,,,
Pouca coisa,inform,,,
Sim assistir algum filmes e jogar videogame.,inform,,,
"Minha garganta esta arranhando...nao tenho secreção. Mas ao menos uma vez por minuto, tenho sentido vontade de tossir",inform_symptoms,,,
Só tiro quando eu estou no quarto,inform,,,
Sintomas de uma gripe,inform_symptoms,,,
Eu tenho crises de choro isso tudo tá me fazendo muito mal,inform_symptoms,,,
Minha esposa Esta com os mesmos sintomas ela tem historico de asma e pico de pressao,inform_symptoms,,,
"Não consigo me alimentar direito estou sem vontade de comer,",inform_symptoms,,,
Mais nao fico como se estivesde cansada,inform_symptoms,,,
Acho que é do mesmo jeito não sei dizer. Mas não consigo dormir me sentindo mal .,inform_symptoms,,,
Estou bem graças a Deus,inform_symptoms,,,
Essa doênça,inform,unknown,,
Estou com muita fraqueza,inform_symptoms,,,
A enfermeira da farmácia falou que não tem puz apenas esta um pouco inflamada.,inform_symptoms,,,
"Por enquanto não, hoje teve febre por volta de meio dia, mas não teve nada de novo!",inform_symptoms,,,
"Esposa, mãe e irmão.",inform,,,
"Mas preciso ir no posto ou upa?? Pq passar 14 dias isolado, mas eu trabalho...",request_inform,,,
E a respiração está ótima,inform_symptoms,,,
E aí doutora eu estou com coronavirus e vou morrer em casa,request_inform,,,
Não está mais entupido,inform_symptoms,,,
"Não fui, hoje amanheci um pouquinho melhor,  sem febre.",inform_symptoms,,,
Estou tomando remédio pra resfriado,inform_medicine,,,
"Mas a dor do estômago continua, e da tarde pra cá venho sentindo meu corpo formigando direto.",inform_symptoms,,,
Segunda feira começou anoite febre com calafrios,inform_symptoms,,,
Coriza constante,inform_symptoms,,,
Mais não estou sentindo mais nada,inform_symptoms,,,
Não. Eu sou bem resolvido quanto a isso.,inform,,,
"Corpo dolorido, e tosse desde terça",inform_symptoms,,,
"sim eu tinha em casa desloratadina, pois sempre uso devido a sinusite",inform_medicine,,,
Talvez tenha sido mesmo os exercicios,inform,unknown,,
Desde terça feira,inform,,,
Hj que eu comprei o termômetro. Mais deu 37.7,inform,,,
Associado ao nervosismo também.,inform_symptoms,,,
E quanto ao não estar,inform,,,
E se eu morar com os meus familiares e eles tiver a idade acima de 40 Anos? Tem problema está na mesma residência ?,request_inform,,,
Já estou em contato com vcs alguns dias.,inform,,,
Mas que queria um atendimento para meu pai. Ele hoje desmaiou.,inform_symptoms,,,
"sim, glifage, vitamina d e 1 pro colesterol",inform_medicine,,,
Sinto mais a noite ao deitar.,inform_symptoms,,,
Se cuidem,greeting,,,
Pois já faz mais de 20 dias,inform,,,
Dra é que eu escutei um chiado como se fosse de catarro na garganta é possível?,request_inform,,,
Mãis assim como tá com essa febre a senhora acha que ele fica emternado,request_inform,,,
Estou em Fortaleza a família foi me buscar,inform,,,
Até queria ir na upa mais tô é com medo devido o fluxo de gente inferctado,inform,,,
Além disse estou com paladar e olfato diminuídos,inform_symptoms,,,
"Comecei a sentir os sintomas de primeiro , não precisei ir pra hospital não",inform_symptoms,,,
Quando fico doente,inform,,,
Eu eu sofro tb fibromialgia,inform_symptoms,,,
Hoje ela apresentou febre agora a tarde e a tosse,inform_symptoms,,,
"As minhas atividades atuais não, por exemplo, eu faço as coisas em casa normalmente",inform,,,
Só estou tomando as medicações para pressão e diabete que tomo todos os dias.. vitamina de A a Z,inform_medicine,,,
E corticoide,inform_medicine,,,
Caso esteja contaminado o q acontece,request_inform,,,
Diarréia e febre isolada,inform_symptoms,,,
Minha preocupação é isso,inform,,,
so outra pergunta  apessoa pode pega 2 esse virus,request_inform,,,
Eu tive contato com ela,inform,,,
Mas preciso de atestado,request_inform,,,
"Boa noite, meu pai está com dor de cabeça e diarreia. Verifiquei a temperatura (36,8° e 36,5°)",inform_symptoms,,,
Sim conheço porém quando me ataca forte tipo ontem eu não consigo ter o alto controle,inform_symptoms,,,
Também estou achei que era apenas crise alérgica,inform_symptoms,,,
"Hoje senti um mal estar,  suor frio como se fosse desmaiar",inform_symptoms,,,
Fico desesperado,inform_symptoms,,,
Me distrai muito,inform,,,
Só sai sábado pra levá-la ao posto,inform,,,
Acredito estar melhor que ontem,inform,,,
To começou de ontem pra hoje,inform,,,
Fui ao posto de saúde e também me recomendaram o isolamento por 14 dias,inform,,,
"Estava com nariz muito congestionado, tosse cheira e não sinto cheiro nem sabor",inform_symptoms,,,
Isso também me preocupa,inform,,,
Continuo assim,inform,,,
Meu esposo esta com os mesmos sintomas que eu devo me afasta dele tambem,request_inform,,,
O psicólogo não pode receitar nenhum remédio?,request_inform,,,
Meu nome é Regina Nascimento Mesquita tenho 57 anos trabalho no hgf aqui em Fortaleza e tá com mais ou menos uma semana que eu tô sentindo vem sentindo só aquela morrinho no meu corpo não tenho febre mas fico febril fico mole né Agora eu tenho problema de rinite alérgica e eu nunca sei se eu tô com Inicial com essa doença porque eu sinto assim eu espirro pouco não é muito espirro pouco né sinto assim a minha garganta ardendo um pouquinho não tenho dor de garganta né e assim eu tô sentindo muita dor na minhas costas aqui na minhas costas trabalho sentada também no hospital trabalhando sentada não sei se é isso né o,inform_symptoms,,,
Melhorei da do dicabeca,inform_symptoms,,,
Pra não precisar ir pra upa.,inform,unknown,,
Obg..bom dia,greeting,,,
Devo prosseguir?,request_inform,,,
Celular atrapalha em alguma coisa ?,request_inform,,,
"Como se eu tivesse dormido de mal jeito, machucado. Fica tensionada e dói quando mexo a cabeça",inform_symptoms,,,
Mas graças a Deus que falta de ar não.,inform_symptoms,,,
"Só essa tosse cheia, que tá forte..",inform_symptoms,,,
"Não sei te informar, ele estava trabalhando até o momento e teve contato com algumas pessoas",inform,,,
Mais alguma orientação?,request_inform,,,
Ele só passou essas coisas para tomar em casa não,inform,,,
Só fiquei mais nervosa por pensa que fosse do covid,inform_symptoms,,,
E tem catarro amarelo mas pouco,inform_symptoms,,,
Tá bom muito obg,greeting,,,
Uma dor lateijante só do lado esquerdo,inform_symptoms,,,
Um pouco! Mais nem sempre,inform,,,
Isso também é sintoma de covid?,request_inform,,,
Cpf eu n tenho,inform,,,
não sei o que é prostração kk,inform,,,
É quando fico muito nervosa a pressão sobi,inform_symptoms,,,
E caminhar,inform,unknown,,
Eu estou com a garganta irritada cansaço e perda de olfato,inform_symptoms,,,
"Não sei responder ,pq estou  sentada ou de pé e derrapante começa",inform,,,
"Não, pois não tenho termometro",inform,,,
A noite piora,inform,,,
Vai completar,inform,,,
Como não posso ir pra um hospital me consultar eu tô com medo de ter a ver com covid,inform,,,
Começou a três dias,inform,,,
Mais nao tenho muita vontade de beber agua,inform,,,
Hoje amanheci  sem ofato estou muito preocupada.ja tentei de vários cheiros mas não consegui sentir,inform_symptoms,,,
Na terça feira,inform,,,
"Normal ,12x6",inform,,,
Tô do mesmo jeito,inform,,,
Por enquanto é so,inform,,,
Só gripado,inform_symptoms,,,
muito medo de morrer,inform,,,
Dor no olho,inform_symptoms,,,
"A síndrome gripal é recorrente de que? Desculpa, não compreendo mto sobre.",request_inform,,,
Sim tem alguns momentos que fica,inform,,,
Oi. Boa noite. Você consegue resgatar o atendimento anterior?,request_inform,,,
"Fora a UPA, qual poderia ser?",request_inform,,,
"Mas não estou com nariz escorrendo, nem febre, nem dor no corpo",inform_symptoms,,,
Meu pai foi no médico do posto hoje  mas não conseguiu atendimento  com o mesmo médico que atendeu ele da outra vez.,inform,,,
"Já faz um tempo não sei a data certa, procurei pra tirar duvida, e na intenção de não  precisar procurar o servico medico publico.",inform,unknown,,
Desorientação e tontura,inform_symptoms,,,
De fraqueza,inform_symptoms,,,
"Apesar de ter tido praticamente todos os sintomas, hj estou bem,tenho tosse e fartio ainda é um pouco de dor de cabeça, Vc acha necessário mesmo que eu ainda faça esse teste?Já estou com 17 dias",request_inform,,,
Numa consulta virtual,inform,,,
Satisfeita,inform,,,
Durante o dia ele espirrou varias vezes,inform_symptoms,,,
Eu moro sizinho,inform,,,
To na duvida se devo ir ao posto de saude,request_inform,,,
Vou tentar me informar amanhã cedo,inform,,,
"Mas estamos prontos para levá-lo ao Hospital São Matheus caso a queixa se agrave, ja entrei até em contato com o hospital",inform,unknown,,
"Até então, estava bem",inform,,,
As 18,inform,,,
medi mas acho q meu termômetro tá quebrado,inform,,,
Sim pode ser,inform,,,
Muito obg pelo atendimento,greeting,,,
fica sim,inform,,,
"Estou tossindo bastante, mas não sinto falta de ar",inform_symptoms,,,
Sou diabético e hipertenso. Há dois dias estou c uma tosse com catarro e febril,inform_symptoms,,,
A q está doente,inform,unknown,,
Pra q?,request_inform,,,
"Verifico minha pressão e vejo que está regular, mas que minha frequência cardíaca fica em geral acima dos 100bpm.",inform_symptoms,,,
Sem vontade de comer.,inform_symptoms,,,
"Cansaço, moleza no corpo",inform_symptoms,,,
"Ela tá dormindo agora, eu tô achando a respiração dela um pouco rápida",inform_symptoms,,,
"Não, estou satisfeita e agradecida.",greeting,,,
Mais não me atendem,inform,unknown,,
No 8 dia de sintomas ja que coriza me apareceu na quarta,inform_symptoms,,,
"Ok, obg",greeting,,,
Que bom Dr. Obrigado,greeting,,,
Moça não estou falando de outra pessoa não é de me mesmo !,inform,,,
Ontem e hoje ela ficou com mais frequência,inform,,,
Falta de apetite. E dores pelo corpo.,inform_symptoms,,,
Eu gosto de praia,inform,,,
"Oi, desculpa, vou seguir as orientações anteriores, estou com os mesmos sintomas que antes mas com falta de ar",inform_symptoms,,,
O cômodo maior é a falta de ar,inform_symptoms,,,
Nao. O bebe ja tem 9 meses,inform,,,
1 mês e 20 dias,inform,unknown,,
"Boa noite! Estou tipo inquieto, sei lá pra mim a minha respiração quer parar, não q esteja, não sei se é apenas ansiedade .",inform_symptoms,,,
Ano passado dezembro,inform,,,
"Estou tomando dorflex pra dores no corpo, acredito que estou meio febril",inform_medicine,,,
Não comecei a vitamina C ontem mas a dipirona foi desde quando comecei a sentir dor de cabeça,inform_medicine,,,
Tem hora q penso q és nos rins,inform,,,
"Sim, estou bem",inform,,,
E eu estou com medo de dormir e ficar sem ar,inform_symptoms,,,
"é ótimo conversar com alguém que não seja meu namorado, ele sempre me escuta mas sempre fala o que eu quero ouvir e as vezes é bom escutar conselhos de outra pessoa.",inform,,,
A situação que o mundo está,inform,,,
E um pouco de dor no peito.,inform_symptoms,,,
"Queria achar uma coisa que eu goste,que mim atraia",inform,,,
"Eu tenho saído apenas para super e vou sempre protegido, mas não sei",inform,,,
Tô internada,inform,,,
E para a pressao alta ela toma Losartana,inform_medicine,,,
Pq só tem um compartimento,inform,unknown,,
"Em casa, sem sair, tendo todos os cuidados, estudando , cuidando do marido",inform,,,
So fiz inalação,inform_medicine,,,
Com ou sem acucar,inform,,,
Não Tomo nenhum remédio,inform_medicine,,,
Gotas,inform_medicine,,,
"Agora eu estou muito tonta e suando, acha que pode ser apenas uma taquicardia por conta da bombinha?",request_inform,,,
2° consegui dormir bem,inform,,,
Sem problema. Deve estar com muitas  pessoas.  Eu entendo,inform,,,
Eu acho que eu vou no hospital,inform,,,
Dipirona e tomando cha de gengibre limão e mel,inform_medicine,,,
"Dor de garganta, muita moleza no corpo, falta de apetite, náuseas, falta de paladar (só sente açúcar e sal), e aperto no peito e costas",inform_symptoms,,,
Quais posso tomar para melhorar a dor e a obstrução nasal,request_inform,,,
Um pouco febril e dores no corpo,inform_symptoms,,,
Mas não dei continuidade,inform,,,
"Fiz exercício, fico ofegante, solto o ar mas quando respiro para colocar as nos pulmões,  sinto que fico necessitando de mais ar, como se o não  fizesse efeito.",inform_symptoms,,,
MAS A SENHORA ACHA Q TEM NECESSIDADE DIANTE DOS MEUS SINTOMAS,request_inform,,,
"Pois vou procurar este posto sim, estou preocupada, principalmente pelo meu filho.",inform,,,
Fui nos hospitais do meu plano saúde e os mesmos ñ estão atendendo ninguém isso pode hospital negar atendimento,inform,,,
Tive que respira pela boca,inform_symptoms,,,
Só mas uma pergunta,request_inform,unknown,,
Igualmente Dayanne,greeting,,,
"Pentear o cabelo sim,mas quando eu como a escovar os dentes eu fico com falta de ar",inform_symptoms,,,
Tenho um oxímetro aqui em casa q eu estou olhando durante o dia como está o oxigênio já q eu vi q esse aparelho é importante,inform,,,
"Mas, se vc puder falar, pelo menos vejo se estou fazendo certo",request_inform,,,
"Dor nas costas,febre e uma indisposição",inform_symptoms,,,
Meu filho teve atendimento. Tem 26a,inform,,,
E tomo o que??,request_inform,,,
pq eh só morte e desesperança,inform,,,
Minha familia.,inform,unknown,,
Tem mais 3 pessoaa na minha casa incluindo meu filho,inform,,,
Boa noite Naiara estou com tosse a 3 Dias e estou tomando loratadina,inform_medicine,,,
Pode mandar,inform,,,
Remédio para garganta.,inform_medicine,,,
Puran t4 100 mcg,inform_medicine,,,
Não obg Naiara,greeting,,,
O que mais incomoda é essa pouca falta de ar e essa gastura muito grande,inform_symptoms,,,
"E hj eu amanheci com garganta meio inflamada ,",inform_symptoms,,,
Quando eu estou assim,inform,unknown,,
Tomei só dipirona ontem mais evito não gosto de me automedicar,inform_medicine,,,
Tomo dipirona de novo?,request_inform,,,
"Tomo ibuprofeno, mas quando passa o efeito a febre volta",inform_medicine,,,
"Eu estou melhor, mais n posso consumir bebidas alcoólicas?",request_inform,,,
Eu devo tomar em quantas horas a Dipirona ?,request_inform,,,
Mas também com essa consulta Dr estou ficando menos nervoso,inform,,,
Mas não estou conseguindo dormir direito pois a falta de ar piora no momento em que vou dormir,inform_symptoms,,,
Mas posso tomar dipitona e algum chá?,request_inform,,,
Fui me consultar uma vez só,inform,,,
"Tomo banho, vou ao banheiro,mas fico mais de repouso.",inform,,,
Ele disse que está só com um incômodo na garanta mas  não é dor..,inform_symptoms,,,
Tenho tossido,inform_symptoms,,,
"No dia 20,21 e 22 tive contato com uma pessoa q foi confirmado mas não sabia",inform,,,
Vcs orientam algum procedimento? Que eu deva solicitar?,request_inform,,,
Loratadina e Dipirona,inform_medicine,,,
"Gostaríamos de tirar dúvidas. Minha mãe alem da tosse, está com a respiração curta (não é falta de ar)",inform_symptoms,,,
Sempre mudo,inform,,,
Pressão alta,inform_symptoms,,,
Estou fazemdo isso,inform,,,
Minha filha começou um quadro de febre agora a noite o remédio que tenho no momento e cimegripe em capsulas ela com apenas 10 anos pode tomar,request_inform,,,
So nao sei se esta aberto,inform,,,
Mandaram eu tomar ele de 8h em 8h.,inform,unknown,,
Vou sim.,inform,,,
"certo , nesse caso que seria me orientado?",request_inform,,,
E quando a “dor” vem,request_inform,,,
Mais vc acho que tevo faz ou fica em casa,request_inform,,,
Sim medi,inform,,,
Não obrigado.,greeting,,,
"Não, obrigado.",greeting,,,
"Agora, a última glicose que vi deu 208",inform,,,
Já A caminho do hospital,inform,unknown,,
Me sente so mundo em sabe que nao pode ir no medico isso me dava mais dessepero muito obrigada  Deus abençoe  vocês,greeting,,,
Onde devo procurar atendimento médico se precisar?,request_inform,,,
Acho melhor eu ir se piorar,inform,,,
Como e seu nome por favor?,request_inform,,,
Eu sou asmática e hoje acordei bem pior tossindo bastante,inform_symptoms,,,
E tipo agente consegui inpirar pelo nariz so que com muita dificuldade como se tivesse com uma mais  bem vedada,inform_symptoms,,,
Quando para o comprimido a febre volta,inform_symptoms,,,
E essa secreção  no meu peito,inform_symptoms,,,
"Estou preocupado, gostaria de fazer o teste?",request_inform,,,
não estou gripada,inform_symptoms,,,
6/6 horas,inform,unknown,,
E Tenho Sinusite e Asma,inform_symptoms,,,
Se eu não melhorasse ligasse novamente,inform,unknown,,
E a tosse que não tem fim.,inform_symptoms,,,
Errada,inform,unknown,,
Esta espirrando muito,inform_symptoms,,,
Sem falta de ar hoje So ao fazer esforço como subir escada,inform_symptoms,,,
Está bem fraca,inform_symptoms,,,
Eu agradeço a atenção!,greeting,,,
Não tem ânimo,inform_symptoms,,,
Ontem a tarde de uma hora para outra ela começou a sentir febre esmoresseu de uma vez,inform_symptoms,,,
Na casa dos 180,inform,,,
Não consigo subir escadas como antes,inform,,,
Igual quinta feira,inform,,,
N uso nenhum remedi,inform_medicine,,,
Quero ajuda sim.,request_inform,,,
Também acho. Vc acha que pode ser chinkunkunha?,request_inform,,,
"Qualquer coisa que envolva meus avós, tenho muito medo de perde-los. Medo de sair, trazer o vírus, infectar eles.",inform,,,
so outra informação eu tipo calafrios,inform_symptoms,,,
Mais no período da noite,inform,,,
E boa a sensaçao,inform,,,
"Certo! Vamos procurar algum local para atendimento, qualquer dúvida retornaremos",inform,,,
Seguiremos com os cuidados.,inform,,,
"Ainda não, sem termômetro",inform,,,
3 dias atrás,inform,,,
Onde há algum ponto que seja certo o atendimento?,request_inform,,,
Agora ta doendo quando engulo,inform,,,
Não nunca,inform,,,
"Sim, tudo bem",inform,,,
"Somente com dor de cabeça, indisposição e diarreia",inform_symptoms,,,
Vai,inform,unknown,,
Pra ele me ver em video,inform,,,
O que tem no google diz que não existe,inform,,,
Me senti mal agora pela amanhã,inform_symptoms,,,
Estou desesperado,inform_symptoms,,,
"Somente isso,pode ser sitomas coronavirus",inform_symptoms,,,
As vezes sim ..,inform,,,
Tomo um losartana 50mg pela manhã,inform_medicine,,,
E dor pelo corpo,inform_symptoms,,,
"Então  amanhã vou ficar atenta....muito obrigada, boa noite!!",greeting,,,
Vou levar no posto de novo.,inform,,,
Pior,inform,,,
Vamos começar de amanhã,inform,,,
"Não. Nem febre, nem falta de ar ou tosse",inform_symptoms,,,
Fiquei febril a noite,inform_symptoms,,,
Nesse exato momento estou tomando aerosol,inform_medicine,,,
No dia que eu fui eu não tava,inform,,,
Tenha uma ótima noite.,greeting,,,
Não sei identificar dea,inform,,,
Hoje fará 5 dias,inform,,,
Devo me afastar deles,inform,,,
Dipirona pra dor de cabeça,inform_medicine,,,
Fadiga cansaso,inform_symptoms,,,
Esse até fomento é para minha mãe.,inform,,,
Não. O está incomodando é não senti o cheiro. O que é isto. Tomei soro caseiro e melhorei da diarréia.,inform_symptoms,,,
Como se não tivesse saido,inform,,,
"Não tenho como ir, pois minha bebê mama e seria arriscado levá-la comigo em uma upa",inform,,,
"Não,senti fome fui comer não consegui aí fiquei com ânsia de vomito",inform,,,
Resfrinol eu tomo também,inform_medicine,,,
"Há 8.ou 10 dias de febre, c dor de cabeça",inform_symptoms,,,
"Tudo ótimo, estava pensando nisso mesmo",inform,,,
Mas você acha melhor a gente ir ?,request_inform,,,
Devo procurar um hospital? Como faço pra fazer o teste pra Covid?,request_inform,,,
Talvez algum vídeo!,inform,,,
Meu irmao morreu a 15 dias,inform,,,
Fiz uns exames,inform,,,
Mais ja tenho costume de toma a amoxilina não me faz mal só não sou muito chegado no gosto dela,inform_medicine,,,
Nós tínhamos,inform,,,
O dia deitada,inform,,,
Vou ligar pro SAMU então,inform,,,
Meu esposo está na mesma situação. Ele tem problema cardíaco,inform_symptoms,,,
Ótimo atendimento,inform,,,
Fiquei com receio dele contaminar alguém,inform,,,
Lembre-se,inform,unknown,,
Tentei comprar nimesulida mas não consegui contato com a garganta,inform,,,
Eu queria sabe se na próxima semana eu já posso viajar para outra cidade ?,request_inform,,,
Pra dor no corpo é indicado nimesulida?,request_inform,,,
"Ainda de quarentena dentro do quarto, sem sair",inform,,,
Pode passar endereço?,request_inform,,,
Tbm tenho azitromicina em casa,inform_medicine,,,
"Pela manhã eu tomo vitamina C, com Imunoglucan, a noite chupo uma laranja, depois tomo um chá de limão com alho a azitromicina",inform_medicine,,,
mas posso tomar erosol com o soro ou não é uma boa,request_inform,,,
Sim até mais,greeting,,,
Não sei se os postos estão exclusivo pra covid,inform,,,
qria algo pra melhorar a falta de ar,request_inform,,,
Testei positivo,inform_symptoms,,,
Agradeço as informações,inform,,,
Não por enquanto so isso mesmo,greeting,,,
"O homem identificado acima é meu pai. Ele estava com febre de 39.1 até agora pela manhã. Demos paracetamol  e agora ela baixou para 37. Estava com muita diarréia, mas agora está melhor.",inform_symptoms,,,
Como saberemos se realmente estão com covid ?,request_inform,,,
Passou a noite ontem e o dia hoje fez raio x,inform,,,
As vezes mais e porque tenho rinite a poeira,inform_symptoms,,,
Bem só um pouco de febri,inform_symptoms,,,
Mas.. tá muito sazonal,inform,,,
"Foi muito ruim, tem como ser o covid mesmo sem sentir febre?",request_inform,,,
Dipirona comprimento 500gr,inform_medicine,,,
Então vou onde ?,request_inform,,,
Boa tarde Renata,greeting,,,
"hoje de manhã quando eu acordei, não tava doendo tanto, mas no decorrer do dia, vai voltando a dor intensa",inform_symptoms,,,
Hoje ela teve diarreia,inform_symptoms,,,
"Sim, ocorre",inform,,,
No caso o atendimento é para meu filho de 8 anos,inform,,,
Tomo da enxaqueca,inform_medicine,,,
Sim. Fico um pouco corpo mole,inform_symptoms,,,
Estoy muito preocupada com essa perda de alfato,inform_symptoms,,,
Porque a última coisa que quero é ir na emergência,inform,,,
Está bem...gracas a Deus,greeting,,,
senti um pouco ontem a noite,inform,,,
"Não , tomei dipirona para febre",inform_medicine,,,
Moro com meu marido,inform,,,
Fica em casa,inform,,,
Deu certo?,request_inform,,,
"nestes ultimos dias tenho sentindo mal estar, cansaço fisico, dores no peito, dificuldade de respirar e falta de olfato e paladar",inform_symptoms,,,
Mais tomei e não está passando,inform,,,
Sou esposa dele,inform,,,
E de  ontem pra ka minha pressão está alterada,inform_symptoms,,,
Estou muito no escuro,inform,,,
Posso mandr um audio pra explicar melhor,inform,,,
Não! Apenas atendimento aqui pelo WhatsApp,inform,,,
Hoje a tontura tá pior,inform_symptoms,,,
Eu marquei uma consulta com um clínico geral dia na segunda.,inform,,,
"Sem paladar é olfato, garganta querendo inflamar e nariz querendo entupir",inform_symptoms,,,
Tô isolada em um quarto,inform,,,
Manteve,inform,,,
Já que não tem medicação específica,inform,,,
"Se não melhorar hoje, o que eu faço?",request_inform,,,
Posso mostrar a foto da mancha? Ela está se transformando em ferida,request_inform,,,
E queria saber também se posso usar vick,request_inform,,,
E ontem eu tomei o koide D,inform_medicine,,,
Enfermaria,inform,unknown,,
"Febre persistente de 37,8 está tomando dipirona de 6 em 6 horas  Quando passar o efeito do remédio volta a febre E está com falta de apetite",inform_symptoms,,,
Certo vou providenciar,inform,,,
Eu moro na Barra do Ceará sabe dizer se tem algum perto?,request_inform,,,
Todos esses sintomas consigo controlar com os medicamentos.,inform,,,
Achamos que poderia ser da diabete pq ela sempre fica um pouco,inform_symptoms,,,
Ele estava em enrolamento na casa da mãe dele,inform,,,
Já  que ela tem estado a ter contacto com os netos,inform,,,
