,txt,label,distance,intent,annotated_txt
5237,"Eu tive febre alta quinta, sexta e sábado, sendo controlada por paracetamol",33,0.2722036383065335,inform_symptoms,"Eu tive [febre](SINTOMA) alta quinta, sexta e sábado, sendo controlada por paracetamol"
5238,Depois não tive mais,27,0.3325918759700325,inform,Depois não tive mais
5239,"O que ainda persiste é somente a falta de ar, a tosse e a falta do paladar e do olfato",52,0.3680258293227262,inform_symptoms,"O que ainda persiste é somente a [falta de ar](SINTOMA), a [tosse](SINTOMA) e a falta do paladar e do olfato"
5240,"Ela está estável, nem melhora nem piora",35,0.6151464858027892,inform,"Ela está estável, nem melhora nem piora"
5241,Eu tive apenas um quadro beeeem intenso de falta de ar há 2 dias,21,0.4048888807100876,inform_symptoms,Eu tive apenas um quadro beeeem intenso de [falta de ar](SINTOMA) há 2 dias
5242,Hj eu estou um pouco mais cansada que nos outros dias,21,0.2988109494063063,inform_symptoms,Hj eu estou um pouco mais cansada que nos outros dias
5243,Acho que se pode considerar que tá um pouco pior...,35,0.6026773353046142,request_inform,Acho que se pode considerar que tá um pouco pior...
5244,Vou conversar com meus pais,30,0.4014461563956045,inform,Vou conversar com meus pais
5245,Pq já é a 3° noite que me indicam isso,21,0.4770243281602536,inform,Pq já é a 3° noite que me indicam isso
5246,Você acha que seja realme te necessário?,41,0.5314127388441593,request_inform,Você acha que seja realme te necessário?
5247,Amém! Mto obrigada,20,0.3092002924914456,greeting,Amém! Mto obrigada
5248,Você tbm se cuida e fica com Ele!,20,0.7322301158104909,inform,Você tbm se cuida e fica com Ele!
5249,Gostaria de fazer o exame,25,0.3167791446768295,request_inform,Gostaria de fazer o exame
5250,Porém sem divulgação  para a população,27,0.5474177063783285,inform,Porém sem divulgação  para a população
5251,Pois a alguns dias venho tendo um pouco de falta de ar,37,0.2240683662991963,inform_symptoms,Pois a alguns dias venho tendo um pouco de [falta de ar](SINTOMA)
5252,E coriza,57,0.4538864106478256,inform_medicine,E [coriza](SINTOMA)
5253,Só senti uma moleza,19,0.303789930738743,inform_symptoms,Só senti uma moleza
5254,E tenho parentes em minha casa que estão com os msm sintomas,32,0.3943248199743832,inform,E tenho parentes em minha casa que estão com os msm sintomas
5255,Já fui,46,0.4180050646147377,inform,Já fui
5256,E eles não me indicaram para que possa fazer o exame,25,0.4208338255652045,inform,E eles não me indicaram para que possa fazer o exame
5257,E quem tá com poucos sintomas não pode morrer não é também,23,0.3396616872567236,inform_symptoms,E quem tá com poucos sintomas não pode morrer não é também
5258,O medo é que os sintomas se agravem,55,0.350427004026287,inform_symptoms,O medo é que os sintomas se agravem
5259,Tomo algum remédio ?,44,0.2289876529408189,request_inform,Tomo algum remédio ?
5260,E para a tosse ?,40,0.3148969183815628,request_inform,E para a [tosse](SINTOMA) ?
5261,"Comecei no domingo com uma dor no corpo, garganta ardendo e febre q não passou de 38. Tomei antitérmico até ontem de 6 em 6 horas como prevenção. Ontem tive uma secreção no nariz e na garganta tb. Hoje permaneço com essa secreção, mas intensa no nariz, e apresento uma dor nas costas na altura dos pulmões.",56,0.2536058389667044,inform_symptoms,"Comecei no domingo com uma [dor](SINTOMA) no corpo, [garganta](SINTOMA) ardendo e [febre](SINTOMA) q não passou de 38. Tomei antitérmico até ontem de 6 em 6 horas como prevenção. Ontem tive uma secreção no nariz e na [garganta](SINTOMA) tb. Hoje permaneço com essa secreção, mas intensa no nariz, e apresento uma [dor](SINTOMA) nas costas na altura dos pulmões."
5262,"Só me sinto indisposta. Tenho um filho de menos de 1 ano, que não tenho com quem deixar, portanto não paro.",32,0.4326524955911665,inform,"Só me sinto indisposta. Tenho um filho de menos de 1 ano, que não tenho com quem deixar, portanto não paro."
5263,Mas tenho rinite e sinusite,28,0.3554683182920807,inform_symptoms,Mas tenho rinite e [sinusite](SINTOMA)
5264,"Então meu caso, mesmo com essa dor nas costas, que fazem com que fique indisposta, não necessito ir ao hospital?",59,0.4217726046218307,request_inform,"Então meu caso, mesmo com essa [dor](SINTOMA) nas costas, que fazem com que fique indisposta, não necessito ir ao hospital?"
5265,Está certo então. Obrigada,50,0.2455851271086832,greeting,Está certo então. Obrigada
5266,"Ola, boa noite!",24,0.1715490873440716,greeting,"Ola, boa noite!"
5267,"Os sintomas que venho sentido hj é dor de cabeca, nariz entupido e desde ontem venho sentindo dor de barriga, tudo que como vem me dando dor de barrigas",56,0.2438224488989303,inform_symptoms,"Os sintomas que venho sentido hj é dor de cabeca, nariz entupido e desde ontem venho sentindo [dor de](SINTOMA) barriga, tudo que como vem me dando dor de barrigas"
5268,"A gripe vai fzr duas semanas, no início me deu febre e dores no corpo, hj não sinto mais febre e nem dor no corpo, mas dar um pouco de dor de cabeça e ontem comecei a ter dor de barriga.",33,0.1561933835691812,inform_symptoms,"A gripe vai fzr duas semanas, no início me deu [febre](SINTOMA) e dores no corpo, hj não sinto mais [febre](SINTOMA) e nem [dor](SINTOMA) no corpo, mas dar um pouco de [dor de cabeça](SINTOMA) e ontem comecei a ter [dor de barriga](SINTOMA)."
5269,Tá bom Dra.,24,0.3559787524090791,inform,Tá bom Dra.
5270,Detalhe eu to sem o olfato e paladar.,52,0.3038832273051566,inform_symptoms,Detalhe eu to sem o olfato e paladar.
5271,Ficarei me hidratando e seguirei suas orientações.,46,0.5862067169986027,inform,Ficarei me hidratando e seguirei suas orientações.
5272,Somente isso mesmo.,31,0.5149238832103641,inform,Somente isso mesmo.
5273,Meu irmão está no décimo dia de coronavírus,38,0.455910016765077,inform_symptoms,Meu irmão está no décimo dia de coronavírus
5274,Ficou febril somente,31,0.4055935921610415,inform,Ficou [febril](SINTOMA) somente
5275,Mas dores intensas no corpo,59,0.307480981974779,inform_symptoms,Mas [dores](SINTOMA) intensas no corpo
5276,Agora só com uma tosse,40,0.2154540777386683,inform_symptoms,Agora só com uma [tosse](SINTOMA)
5277,Somente quando começa a falar surge uma tosse,40,0.3404108340155841,inform_symptoms,Somente quando começa a falar surge uma [tosse](SINTOMA)
5278,Hoje completou 10 dias desde do primeiro sintoma,23,0.4197382512156762,inform,Hoje completou 10 dias desde do primeiro sintoma
5279,Tosse um pouco e para,40,0.2620149005395238,inform_symptoms,[Tosse](SINTOMA) um pouco e para
5280,Mais quando ele fala,2,0.4598959407738701,inform,Mais quando ele fala
5281,Tipo é interrompido com a tosse,40,0.3853146687902531,inform_symptoms,Tipo é interrompido com a [tosse](SINTOMA)
5282,Iniciou dia 26/04,10,0.370940808708472,inform,Iniciou dia 26/04
5283,Por está no décimo dia o risco de falta de ar?,37,0.4699649536136071,request_inform,Por está no décimo dia o risco de [falta de ar](SINTOMA)?
5284,Diminui?,11,0.3812765061960046,request_inform,Diminui?
5285,Até chegar ao décimo quarto dia?,41,0.5071015871488627,request_inform,Até chegar ao décimo quarto dia?
5286,É isso?,11,0.397379556770416,request_inform,É isso?
5287,As chances são menores da falta de ar?,37,0.5325387398577621,request_inform,As chances são menores da [falta de ar](SINTOMA)?
5288,Por está no décimo dia,10,0.327188909365474,inform,Por está no décimo dia
5289,Ou isso não tem fundamento?,11,0.5982650636595617,request_inform,Ou isso não tem fundamento?
5290,Eu fui diagnóstica com covid e estou em isolamento a 7 dias,21,0.5286393598695245,inform,Eu fui diagnóstica com covid e estou em isolamento a 7 dias
5291,Estou com uma dor de cabeça muito forte que não passa,8,0.1149834331084753,inform_symptoms,Estou com uma [dor de cabeça](SINTOMA) muito forte que não passa
5292,Já tomei 2 dipironas,9,0.3042213123837757,inform_medicine,Já tomei 2 dipironas
5293,Teria algum outro medicamento pra indicar?,44,0.3323337335894357,request_inform,Teria algum outro medicamento pra indicar?
5294,Eu fiz a tomografia,7,0.4582543007831663,inform,Eu fiz a tomografia
5295,Os outros sintomas já não tenho mais,23,0.182978961469583,inform_symptoms,Os outros sintomas já não tenho mais
5296,O meu isolamento acaba no sábado,1,0.443270214782818,inform,O meu isolamento acaba no sábado
5297,Pois quando fui ao hospital já havia 5 dias de sintomas,23,0.2944026452023152,inform,Pois quando fui ao hospital já havia 5 dias de sintomas
5298,Tomei uma as 12:30 e outra as 14:30 pq e dor e intensa sabe,21,0.4733812245896929,inform_symptoms,Tomei uma as 12:30 e outra as 14:30 pq e [dor](SINTOMA) e intensa sabe
5299,A dor é do lado esquerdo,59,0.2451808891108149,inform_symptoms,A [dor](SINTOMA) é do lado esquerdo
5300,"Tive logo no começo, por dois dias, mas só voltou hoje",21,0.4055442361094937,inform,"Tive logo no começo, por dois dias, mas só voltou hoje"
5301,Posso tomar o paracetamol agora?,0,0.1813504927877759,request_inform,Posso tomar o paracetamol agora?
5302,Se não passar posso tomar outro depois de quanto tempo?,44,0.3636418430368905,request_inform,Se não passar posso tomar outro depois de quanto tempo?
5303,"Comecei ontem com uma tosse pouca noite tive febre 38, 8",33,0.2084523452747786,inform_symptoms,"Comecei ontem com uma [tosse](SINTOMA) pouca noite tive [febre](SINTOMA) 38, 8"
5304,Dor de cabeça hoje e também febre  Melhora quando tomo dipirona,33,0.2118444481005678,inform_symptoms,[Dor de cabeça](SINTOMA) hoje e também [febre](SINTOMA)  Melhora quando tomo dipirona
5305,Eu estava com alguns sintomas agr estou um pouco melhor,23,0.1595212095812965,inform_symptoms,Eu estava com alguns sintomas agr estou um pouco melhor
5306,Mais estou preocupado,55,0.3636214366300049,inform,Mais estou preocupado
5307,Dor na garganta e com de vez em quando dor de cabeça,15,0.2119127368066811,inform_symptoms,Dor na garganta e com de vez em quando [dor de cabeça](SINTOMA)
5308,Sim fazia 2 dias que eu estava com faltar de ar a mais esses dias eu comecei a tomar bastante suco de limão com laranja e gengibre e passou agr estou me sentindo melhor só estou com dor de garganta e com dor de cabeça de vez em quando,56,0.264798022891487,inform_symptoms,Sim fazia 2 dias que eu estava com faltar de ar a mais esses dias eu comecei a tomar bastante suco de limão com laranja e gengibre e passou agr estou me sentindo melhor só estou com [dor de garganta](SINTOMA) e com [dor de cabeça](SINTOMA) de vez em quando
5309,Isso tem haver com alguma coisa com covid19?,29,0.3690004984482719,request_inform,Isso tem haver com alguma coisa com covid19?
5310,Eu estiver mais não foi muita mais ja passou,48,0.4367372066167776,inform,Eu estiver mais não foi muita mais ja passou
5311,Sofia você achar que eu estou com covid 19??,29,0.5076610291818315,request_inform,Sofia você achar que eu estou com covid 19??
5312,Obrigado bom trabalho pra vocês são todos (A) heróis,50,0.5346627869926768,greeting,Obrigado bom trabalho pra vocês são todos (A) heróis
5313,Esta certo obrigado,50,0.2769841970376498,greeting,Esta certo obrigado
5314,De vês enquanto uma tosse,40,0.3267346934181829,inform_symptoms,De vês enquanto uma [tosse](SINTOMA)
5315,Senti  um pouco de febre ainda hoje e um pouco de tosse,33,0.1975483123381365,inform_symptoms,Senti  um pouco de [febre](SINTOMA) ainda hoje e um pouco de [tosse](SINTOMA)
5316,A tosse é só de vez enquanto,40,0.1581989366835557,inform_symptoms,A [tosse](SINTOMA) é só de vez enquanto
5317,"Comecei a sentir os sintomas de primeiro , não precisei ir pra hospital não",23,0.3482424338393877,inform,"Comecei a sentir os sintomas de primeiro , não precisei ir pra hospital não"
5318,Sento febre ms dá pra controlar em casa,13,0.2729242974442393,inform_symptoms,Sento [febre](SINTOMA) ms dá pra controlar em casa
5319,Ate hoje ainda senti,43,0.2285383804498757,inform_symptoms,Ate hoje ainda senti
5320,"Sim ,só no primeiro dia chegou a quase 38",48,0.4834731803043419,inform,"Sim ,só no primeiro dia chegou a quase 38"
5321,Agora não estou tive pela manhã,43,0.2746241641324046,inform,Agora não estou tive pela manhã
5322,"Estou me sentindo melhor, mas agora a tarde estou tossindo um pouco mais e continuo com pouca diarréia",42,0.3080709292915677,inform_symptoms,"Estou me sentindo melhor, mas agora a tarde estou [tossindo](SINTOMA) um pouco mais e continuo com pouca [diarréia](SINTOMA)"
5323,Faz 10 dias,16,0.1779739455852658,inform,Faz 10 dias
5324,Foi no posto médico ao segundo dia,53,0.4571837746249724,inform,Foi no posto médico ao segundo dia
5325,Febre tava tendo direto mais desde ontem tou sem,13,0.3214610599218096,inform_symptoms,[Febre](SINTOMA) tava tendo direto mais desde ontem tou sem
5326,Fiz um emograma pq o médico achou q podia ser dengue,53,0.3791044760147903,request_inform,Fiz um emograma pq o médico achou q podia ser [dengue](SINTOMA)
5327,Pq eu sentia muita dor no corpo e tinha diarea e só no segundo dia fui ter torce,59,0.3281967389678755,inform_symptoms,Pq eu sentia muita [dor](SINTOMA) no corpo e tinha diarea e só no segundo dia fui ter torce
5328,Mais graças a Deus respiro normal,39,0.3668002652289649,inform,Mais graças a Deus respiro normal
5329,Só q com uns três dias depois qndo encho o peito de ar sinto uma dor não muito grande e a vontade de torcir aumenta,59,0.3384442625514218,inform_symptoms,Só q com uns três dias depois qndo encho o peito de ar sinto uma [dor](SINTOMA) não muito grande e a vontade de torcir aumenta
5330,Estou me sentindo bem melhor,19,0.2933818400498469,inform,Estou me sentindo bem melhor
5331,Só me preocupo com essa dor,59,0.2805499584331438,inform_symptoms,Só me preocupo com essa [dor](SINTOMA)
5332,Mas dizem que faz parte,27,0.4050465950406386,inform,Mas dizem que faz parte
5333,Graças a Deus que não tenho dificuldade de respirar,39,0.206235100187534,inform_symptoms,Graças a Deus que não tenho dificuldade de respirar
5334,De 6 em 6h,10,0.4797559078735931,inform,De 6 em 6h
5335,"Certo, espero que não sinta kkk",48,0.4181184973348694,inform,"Certo, espero que não sinta kkk"
5336,Muito obrigada tá,50,0.1000042156431363,greeting,Muito obrigada tá
5337,"Não, desculpa pela demora",18,0.4553128379859303,inform,"Não, desculpa pela demora"
5338,"Obrigada, fica com Deus",50,0.1562680665342842,greeting,"Obrigada, fica com Deus"
5339,"Não estou sentindo nenhum cheiro, nem sabor",52,0.1499212745767545,inform_symptoms,"Não estou sentindo nenhum cheiro, nem sabor"
5340,"E dois dias atras tive MT espirro, nariz entupido",28,0.2948715459424739,inform_symptoms,"E dois dias atras tive MT espirro, [nariz](SINTOMA) entupido"
5341,E hoje muita dor de cabeça,8,0.1948380130069549,inform_symptoms,E hoje muita [dor de cabeça](SINTOMA)
5342,Tomei cimegrip e loratadina ontem,9,0.2322101079527777,inform_medicine,Tomei cimegrip e loratadina ontem
5343,Hoje tomei doralgina pra dor de cabeça,8,0.2542285406506227,inform_medicine,Hoje tomei doralgina pra [dor de cabeça](SINTOMA)
5344,Só rinite,31,0.4347989811536709,inform_symptoms,Só rinite
5345,"Quanto a perca de olfato, o q pode ser ?",52,0.4255548471295649,request_inform,"Quanto a perca de olfato, o q pode ser ?"
5346,"Agora a tarde me senti febril, continuo cansado, com dor no corpo e sem olfato e paladar",56,0.2880111367439146,inform_symptoms,"Agora a tarde me senti febril, continuo cansado, com [dor](SINTOMA) no corpo e sem olfato e paladar"
5347,Sim deu 37,17,0.2459121393632644,inform,Sim deu 37
5348,Eu tomei um paracetomol,9,0.2746463518119266,inform_medicine,Eu tomei um paracetomol
5349,Só quando faço esforço,2,0.322944945868011,inform,Só quando faço esforço
5350,"Certo, já estou com 5 dias",16,0.3079140750959867,inform,"Certo, já estou com 5 dias"
5351,Estou há 3 dias com diarreia. e hoje tive febre de 37.9,33,0.2918792738056179,inform_symptoms,Estou há 3 dias com diarreia. e hoje tive [febre](SINTOMA) de 37.9
5352,ai estou preocupado de esta com covid,29,0.3650111116888737,inform,ai estou preocupado de esta com covid
5353,sim. hoje no final da tarde,10,0.3734781767113465,inform,sim. hoje no final da tarde
5354,sim. novalgina,12,0.5040576770678035,inform_medicine,sim. novalgina
5355,medi agora a pouco estava 37.2,17,0.3796323036161576,inform,medi agora a pouco estava 37.2
5356,tomei o remédio a mais ou menos 1 hora,9,0.2983340179185124,inform_medicine,tomei o remédio a mais ou menos 1 hora
5357,tbm nao,18,0.2191920624805894,inform,tbm nao
5358,medi agora de novo a temperatura deu 36.8,34,0.3580236299660325,inform,medi agora de novo a temperatura deu 36.8
5359,umas 3x,57,0.58549112617631,inform,umas 3x
5360,de quanto em quanto tempo?,11,0.4884836598241399,request_inform,de quanto em quanto tempo?
5361,certo. essa avaliação de hoje indicou alguma coisa? através do que eu te passei?,41,0.647846415978284,request_inform,certo. essa avaliação de hoje indicou alguma coisa? através do que eu te passei?
5362,como faço? devo me afastar?,26,0.405882975863008,request_inform,como faço? devo me afastar?
5363,o pai de um funcionário de la teve covid,29,0.6074597141644208,inform,o pai de um funcionário de la teve covid
5364,diarreia e febre,42,0.3256558074342506,inform_symptoms,diarreia e [febre](SINTOMA)
5365,sim sim. passou,12,0.2829894480793008,inform,sim sim. passou
5366,ta certo. obrigada,50,0.1879252970627568,greeting,ta certo. obrigada
5367,nao qualquer coisa volto a entrar em.contato,3,0.489520049416013,inform,nao qualquer coisa volto a entrar em.contato
5368,Boa noite é minha mãe. Posso mandar aldio,24,0.5392444454980025,greeting,Boa noite é minha mãe. Posso mandar aldio
5369,Tose muito cheio de vez em quando,2,0.3923668410917383,inform,Tose muito cheio de vez em quando
5370,Essa é a receita dela,58,0.5215818099287992,inform,Essa é a receita dela
5371,Ñ muito obrigado q Deus li proteja sempre muitas felicidades paz saúde .,20,0.4233989172550239,greeting,Ñ muito obrigado q Deus li proteja sempre muitas felicidades paz saúde .
5372,"Ola, Boa noite",24,0.1546379610088178,greeting,"Ola, Boa noite"
5373,Por volta de sexta fiquei febril,10,0.439645993228733,inform,Por volta de sexta fiquei febril
5374,Tomei uma dipirona e melhorei,9,0.2682177632141592,inform_medicine,Tomei uma dipirona e melhorei
5375,"Sábado pela manhã tive outra baixa, tomei dipirona passou",9,0.3702459911129646,inform_medicine,"Sábado pela manhã tive outra baixa, tomei dipirona passou"
5376,Tive novamente no domingo a noite,10,0.3775056337658713,inform,Tive novamente no domingo a noite
5377,"Ainda não, sem termômetro",34,0.3126153224393595,inform,"Ainda não, sem termômetro"
5378,Estou esperando chegar,46,0.2916162028865607,inform,Estou esperando chegar
5379,Ontem a noite tive uma leve febre,13,0.2124978383689371,inform_symptoms,Ontem a noite tive uma leve [febre](SINTOMA)
5380,Mas febre sempre foi comum pra mim quando pego virose,13,0.2885101976626338,inform_symptoms,Mas [febre](SINTOMA) sempre foi comum pra mim quando pego virose
5381,Ou na garganta,15,0.354829985625652,request_inform,Ou na [garganta](SINTOMA)
5382,Não entupido de vez em quando,2,0.4068699818619445,inform_symptoms,Não entupido de vez em quando
5383,Somente,31,0.3007139929766478,inform,Somente
5384,Na infância tinha cansaço,22,0.3836186646923326,inform_symptoms,Na infância tinha [cansaço](SINTOMA)
5385,Aí depois o médico disse que eu tinha asma,53,0.3906120866265166,inform,Aí depois o médico disse que eu tinha [asma](SINTOMA)
5386,Usava a bombinha,58,0.5419339987683689,inform_medicine,Usava a bombinha
5387,Salbutamol,54,0.4178123162645049,inform_medicine,Salbutamol
5388,Mas parei de usar,27,0.3706399917770838,inform,Mas parei de usar
5389,Nunca tinha cansaço há muito tempo,22,0.3045845573761175,inform_symptoms,Nunca tinha [cansaço](SINTOMA) há muito tempo
5390,Nunca mais tive desde então,45,0.4803932273914002,inform,Nunca mais tive desde então
5391,No momento dipirona,54,0.357731235850998,inform_medicine,No momento dipirona
5392,O posto de saúde neh,53,0.5127505210294816,inform,O posto de saúde neh
5393,Esqueci,57,0.4426960981399818,inform,Esqueci
5394,Outro sintoma,23,0.3326956477496283,inform_symptoms,Outro sintoma
5395,Perda do paladar e olfato,52,0.3246362324228885,inform_symptoms,Perda do paladar e olfato
5396,Comum quando tenho viroses,38,0.4242599031318846,inform_symptoms,Comum quando tenho viroses
5397,Não consigo baixar,45,0.4822424509049868,inform,Não consigo baixar
5398,Dando erro,57,0.5525242596191347,inform,Dando erro
5399,Algum erro no compartilhamento do Google drive,29,0.8125787149317676,inform,Algum erro no compartilhamento do Google drive
5400,Continua dando erro,35,0.6325692428069449,inform,Continua dando erro
5401,Deu certo,4,0.3332936672847917,inform,Deu certo
5402,"Boa noite, Karla",24,0.3675284023698175,greeting,"Boa noite, Karla"
5403,"Há dois iniciei com coriza, congestão nasal, ontem tive febre de 38°C e 39°C graus",33,0.3652811346916997,inform_symptoms,"Há dois iniciei com [coriza](SINTOMA), [congestão nasal](SINTOMA), ontem tive [febre](SINTOMA) de 38°C e 39°C graus"
5404,Hoje tive episódios de diarreia e uma leve dificuldade p respirar,42,0.2619111345426674,inform_symptoms,Hoje tive episódios de diarreia e uma leve dificuldade p respirar
5405,Queria saber em que momento devo procurar uma emergência,41,0.5108312821375092,request_inform,Queria saber em que momento devo procurar uma emergência
5406,Ou se tem alguma forma de aliviar em casa esse leve desconforto respiratório,39,0.3877742040025844,inform_symptoms,Ou se tem alguma forma de aliviar em casa esse leve desconforto respiratório
5407,Além disse estou com paladar e olfato diminuídos,52,0.2703817319915444,inform_symptoms,Além disse estou com paladar e olfato diminuídos
5408,Não está mais entupido,18,0.3747533661602749,inform_symptoms,Não está mais entupido
5409,Senti como se tivesse ressecado o nariz,28,0.1879662934978732,inform_symptoms,Senti como se tivesse ressecado o nariz
5410,Mas tô lavando com soro fisiológico o dia todo mas não tive melhora,21,0.481642993536934,inform,Mas tô lavando com soro fisiológico o dia todo mas não tive melhora
5411,Só rinite e sinusite,28,0.401628322457368,inform_symptoms,Só rinite e [sinusite](SINTOMA)
5412,Os únicos problemas de saúde,31,0.5272722140667341,inform,Os únicos problemas de saúde
5413,Inicialmente não estava,31,0.4325778439907735,inform,Inicialmente não estava
5414,"Agr pela noite dps que comecei a sentir isso, me sinto mais ansiosa",19,0.3586905640910096,inform_symptoms,"Agr pela noite dps que comecei a sentir isso, me sinto mais ansiosa"
5415,"Mas já estava com essa sensação de ressecamento, como se fosse mais difícil inspirar",39,0.5658878597782264,inform,"Mas já estava com essa sensação de ressecamento, como se fosse mais difícil inspirar"
5416,Consegui medir minha saturação e deu 96%,34,0.5950656314809741,inform,Consegui medir minha saturação e deu 96%
5417,Tá ok,4,0.213117794715527,greeting,Tá ok
5418,Ok. Boa noite.,24,0.2324914784245159,greeting,Ok. Boa noite.
5419,É muita dor de cabeça,8,0.1427972663443445,inform_symptoms,É muita [dor de cabeça](SINTOMA)
5420,Continuo com muita dor de cabeça forte,8,0.1854523014128773,inform_symptoms,Continuo com muita [dor de cabeça](SINTOMA) forte
5421,E tosse,40,0.2881861311839448,inform_symptoms,E [tosse](SINTOMA)
5422,Não mais,18,0.2461033274099276,inform,Não mais
5423,Desde domingo não sinto mais febre,13,0.2635434394732807,inform_symptoms,Desde domingo não sinto mais [febre](SINTOMA)
5424,Tenho muito cansaço,22,0.1756525082954342,inform_symptoms,Tenho muito [cansaço](SINTOMA)
5425,O isolamento é só por 14 dias mesmo?,41,0.5995213680662979,request_inform,O isolamento é só por 14 dias mesmo?
5426,Já vou poder ter contato com a família após os 14 dias?,41,0.4618712805154648,request_inform,Já vou poder ter contato com a família após os 14 dias?
5427,Eu estava apavorada com esse cansaço kkk,22,0.2608820723774941,inform_symptoms,Eu estava apavorada com esse [cansaço](SINTOMA) kkk
5428,"Minha cunhada testou positivo, estive com ela há 25",32,0.5313391884733404,inform,"Minha cunhada testou positivo, estive com ela há 25"
5429,Só o nariz entupido...,28,0.1666478699405197,inform_symptoms,Só o [nariz](SINTOMA) entupido...
5430,Ok...,4,0.3101837309308055,greeting,Ok...
5431,"Foram no mesmo carro, falou no celular dele.",47,0.777267761832158,inform,"Foram no mesmo carro, falou no celular dele."
5432,Não avisou que estava com os sintomas.,23,0.3281220773457717,inform_symptoms,Não avisou que estava com os sintomas.
5433,Sei que não tem prevenção.,18,0.6465638129159328,inform,Sei que não tem prevenção.
5434,Jobson é meu filho.,30,0.5758829217533362,inform,Jobson é meu filho.
5435,Com quantos dias aperecem os sintomas?,23,0.2794128636242166,request_inform,Com quantos dias aperecem os sintomas?
5436,Após os primeiros sintomas fazemos o que?,23,0.2903327152730678,request_inform,Após os primeiros sintomas fazemos o que?
5437,Era uma infecção intestinal,42,0.3888340839738282,inform_symptoms,Era uma [infecção intestinal](SINTOMA)
5438,Está,4,0.2275023926293423,inform,Está
5439,Na verdade ontem ele teve uma febre alta,13,0.2603976481293335,inform_symptoms,Na verdade ontem ele teve uma [febre](SINTOMA) alta
5440,Com dor de cabeça,8,0.1938483300373326,inform_symptoms,Com [dor de cabeça](SINTOMA)
5441,"E de madrugada, ele começou a ir pro banheiro",21,0.5683423136010691,inform,"E de madrugada, ele começou a ir pro banheiro"
5442,Não precisei ir pro hospital e nem exame,53,0.2655863386985708,inform,Não precisei ir pro hospital e nem exame
5443,Umas 10,17,0.4895192595519304,inform,Umas 10
5444,Meu filho,30,0.2864203509486571,inform,Meu filho
5445,"Ele tem 15 anos,se chama William",17,0.7702190743557717,inform,"Ele tem 15 anos,se chama William"
5446,Rosileia é a mãe dele,30,0.6124005221697351,inform,Rosileia é a mãe dele
5447,Estou dando repoflor,7,0.3318060222047116,inform,Estou dando repoflor
5448,Tenho síndrome do Pânico,55,0.3988246978058275,inform_symptoms,Tenho síndrome do [Pânico](SINTOMA)
5449,Estou em crise,7,0.3448245427698283,inform,Estou em crise
5450,Falta de ar Coração acelerado Mãos e pés gelados,36,0.3890358460765107,inform_symptoms,[Falta de ar](SINTOMA) Coração acelerado Mãos e pés gelados
5451,Aperto no peito,36,0.2507108819371638,inform_symptoms,[Aperto no peito](SINTOMA)
5452,Medo de morrer,54,0.5079538118984815,inform_symptoms,Medo de morrer
5453,Tenho medo de pegar o coronavirus e passar p minha família,38,0.4008529750047952,inform,Tenho medo de pegar o coronavirus e passar p minha família
5454,Estou muito nervosa,55,0.3244920531366311,inform_symptoms,Estou muito nervosa
5455,Fora os problemas do dia a dia,10,0.532503675117729,inform,Fora os problemas do dia a dia
5456,Sertralina,54,0.3541753600371335,inform_medicine,Sertralina
5457,E já tomei um Rivotril,9,0.3142175417340066,inform_medicine,E já tomei um Rivotril
5458,Pois vejo que não vou conseguir controlar a crise,45,0.4526618997847944,inform,Pois vejo que não vou conseguir controlar a crise
5459,Mais um agravante,27,0.3317331318447861,inform,Mais um agravante
5460,As crises estão mais frequentes,55,0.582011931051103,inform,As crises estão mais frequentes
5461,Só o remédio não tá ajudando,9,0.3680643662870204,inform_medicine,Só o remédio não tá ajudando
5462,Através de EPI,58,0.6760969052243304,inform,Através de EPI
5463,Não saindo de casa,1,0.4159243324724664,inform,Não saindo de casa
5464,Falar em pressão A PA também aumenta,27,0.6997887960578365,inform,Falar em pressão A PA também aumenta
5465,Nas crises,57,0.5542676040272544,inform,Nas crises
5466,E muita ansiedade,55,0.3267638794757829,inform_symptoms,E muita [ansiedade](SINTOMA)
5467,Meu filho passa o dia agarrado em mim,30,0.3827671239638749,inform,Meu filho passa o dia agarrado em mim
5468,Mim cheirando e beijandp,7,0.5515398649467383,inform,Mim cheirando e beijandp
5469,Aí é que eu mim preocupo,55,0.368521454227288,inform,Aí é que eu mim preocupo
5470,Não tem como,18,0.3302654908426795,inform,Não tem como
5471,Infelizmente,18,0.3758559483448316,greeting,Infelizmente
5472,Se tivesse como meu filhote ficar com alguém eu até que deixaria,32,0.5204325240707681,inform,Se tivesse como meu filhote ficar com alguém eu até que deixaria
5473,Mais não tem,18,0.239340912608012,inform,Mais não tem
5474,Não tem como deixar de ter contato,47,0.5332969027311647,inform,Não tem como deixar de ter contato
5475,Não tenho com quem deixar meu filho,30,0.3814839026689676,inform,Não tenho com quem deixar meu filho
5476,E ele é muito apegado a mim,58,0.5485735190899496,inform,E ele é muito apegado a mim
5477,Meu marido vive na casa da mãe dele que por sua vez não respeita o isolamento social,32,0.4599892955238874,inform,Meu marido vive na casa da mãe dele que por sua vez não respeita o isolamento social
5478,Lá só vive cheio de gente,31,0.5138059360093076,inform,Lá só vive cheio de gente
5479,Já conversei e não dou jeito,47,0.4420219732146335,inform,Já conversei e não dou jeito
