txt,intent
pra fazer o teste é,request_inform
A tosse faz só uns 5 dias,inform_symptoms
Eu não sinto cheiro de nada,inform_symptoms
"Porém, Estou sentindo amargo",inform_symptoms
Saturação 90,others
Nem fadiga nada,inform_symptoms
Depois que chegou do hospital,others
Depois pensei melhor...Não tomei mais,inform_medicine
Fala como se fosse ele o patrão,others
Não..  por conto de o risco ser maior.  Ela até antes tinha melhorado,others
"Minha esposa esta aqui, mas nao tem nenhum desses sintomas",inform_symptoms
Só atendem casos graves tbm,others
Estou tomando medicação,inform_medicine
"Oi Adrian, td bem?",greeting
Eu lavo com soro,inform_medicine
Só sinto um pouco de melhora na febre quando tomo paracetamol.,inform_medicine
2 anos atrás,others
Não acho,others
Estou só tossindo e tive febre,inform_symptoms
Agora não,others
So nariz secou e ardenfo,inform_symptoms
Dr tem alguma causa para ansiedade ? Pois foi uma coisa tão inexplicável . Que não faço ideia,request_inform
Procurei mas deu certo,others
Só tosse de vez em quando,inform_symptoms
Estou dando 6horas Dipirona,inform_medicine
Pode passar endereço?,request_inform
"tenho sentido uma dor nas costas, na altura dos pulmões, mas acho que pode ser da tosse que se agravou nesses dias aqui",inform_symptoms
Sete dias hoje,others
Eu não posso tomar nada,others
Acordei A pouco tempo e estou tossindo um pouco mas geralmente tem um intervalo de 20 a 40 Minutos para eu tossir,inform_symptoms
As mudanças de humor sem motivo e achar que está com vírus mesmo que não esteja   Só sei que isso deve ser da Ansiedade porque já passei por tudo isso antes,inform_symptoms
Já faz mais de uma semana tive febre e um desconforto na barriga mais já passou ! Agora só estou tem o paladar é sem olfato mais venho tomando vitamina C e alguns chás me mantenho isolado,inform_symptoms
Onriagda,greeting
Trabalhei muito não sei se pode ser isso. Cansasso físico,inform_symptoms
Só uma leve dor de cabeça,inform_symptoms
Na sexta 1,others
Hoje ainda sinto dor de cabeça mas leve,inform_symptoms
Minha dor e nas costas,inform_symptoms
"Sim agora a pouco estava 37,8",others
Estou sentindo febre e dor na garganta,inform_symptoms
Passa,others
Era so sobrr isso mesmo,others
To com muito medo,others
A gente conversa sobre tudo,others
Mas sinto falta de ar e meu coração parece que vai faltar pela boca,inform_symptoms
Tudo bem. Obrigada!,greeting
A tá só tenho me sentido as vezes mole,inform_symptoms
E tosse de vez em Qdo,inform_symptoms
Apenas rinite alérgica e sinusite,inform_symptoms
Ok Obrigado Qual quer coisa Aviso vocês.,greeting
É muito difícil,others
Tipo meio confusão,others
Pois foco muito cansada,inform_symptoms
Muito obrigada. Ótimo trabalho pra vocês,greeting
Pois obrigada pela conversa,greeting
Se eu sentir dor de cabeça? Posso tomar dipirona?,request_inform
E no dia das mães,others
Tá bom. Eu vou comprar o soro amanhã  Porque estou sem soro em ksa,others
Em nenhum momento teve febre,inform_symptoms
E Coriza,inform_symptoms
"Pasa a febre, mas demora bastante",inform_symptoms
"Febre, dor de cabeça, dor de garganta e dor no corpo",inform_symptoms
Já tem uns 5 dias,others
De 6 em 6 horas,others
Só um pouco de dor de cabeça e  um leve mal estar,inform_symptoms
Por está no décimo dia o risco de falta de ar?,request_inform
Tá tendo dengue ?,request_inform
E desde a quinta feira passada que estou sem sentir cheiro e gosto de nada,inform_symptoms
Fui ontem.  Infelizmente não fizeram exame.  Só passou Dipirona,inform_medicine
Senti apenas com o toque na pele,inform_symptoms
Qual a temperatura ideal?,request_inform
"Nao tive disgnóstico. 5 dias antes dele tive dor no corpo e dor de cabeça por 4 dias, no quinto tive tambem febre, congestao nasal, nariz escorrendo bem pouco. Tive perda total de olfato,  q notei do quinto para o sexto dia",inform_symptoms
Normalmente ele só vai no posto para aplicar a benzetacil ou no cardiologista,inform_medicine
O sol estava tão forte que bronzei.kk,others
"Ss,quando eu respiro com a máscara eu sinto ar(isso é normal),é o que me sufoca um pouco,porém quando estou sem máscara, e começo a falar me dá um pouco de falta de ar e fico meio ofegante",inform_symptoms
Há uma semana tive algumas exposições.,others
O que tomo pra melhorar?,request_inform
Pra ela,others
Estou deitada agora e estou sentindo,inform_symptoms
Vou ao um posto de saúde?,request_inform
Estou indo,others
Tudo bme,others
ESTOU TOMANDO UM REMEDIO P TOSSE,inform_medicine
quais  as upas,request_inform
Conheço não,others
"Estou com um pouco de coriza, tosse leve mais seca e com o corpo de dor, mais assim ontem procurei atendimento em uma upa, mais sem sucesso pq tenho pedra na versícula e estou em crise a dias",inform_symptoms
Falta de ar por conta do nariz entupindo,inform_symptoms
"As vezes sentimos a sensação de estar com febre..mas quando checamos a temperatura está abaixo de 37,8",inform_symptoms
Dorona e paracetamol gotas.,inform_medicine
Estou com mi há garganta há 3 semanas irritada,inform_symptoms
E tipo agente consegui inpirar pelo nariz so que com muita dificuldade como se tivesse com uma mais  bem vedada,inform_symptoms
Eu sou asmático,inform_symptoms
Pois a alguns dias venho tendo um pouco de falta de ar,inform_symptoms
"Ele como ja faz uma semana  ñ  esta tendo nem febre,nem dor no corpo e nem tosse..porem a falta de paladar olfato e apetite permanecem",inform_symptoms
Eu acho q é normal,others
Ruim,others
A tosse n vem mais com tanta frequência,inform_symptoms
Ela não quis.,others
Mas não é todo tempo,others
"Tudo bem, combinado!",others
4 vezes.,others
Continuo sem olfato e paladar,inform_symptoms
A doutora me deu paracetamol e azitromicina por 5 dias .,inform_medicine
"Não, obrigado",greeting
No primeiro dia e ontem tive um pouco acima de 37.2,others
Mal estar,inform_symptoms
No momento..nao... Vou seguir as instrucoes,others
Ficar sozinha,others
Com delírios,others
Nós tínhamos,others
Sem secreção,inform_symptoms
Tilenol e predinisona,inform_medicine
Ok. Obrigada bom dia,greeting
Mas agora e mais gripe masmo e ñ sente cheiro nem gosto,inform_symptoms
Sim paracetamol 750 mg,inform_medicine
Tenho rinite e suspeita de asma,inform_symptoms
Eu estou neste momento no posto de saúde porque amanheci com desinteria...,inform_symptoms
Só o aceleramento,inform_symptoms
Mais d 15,others
Sensação de febre mais coloco o termômetro e não dá febre,inform_symptoms
"Tenho cansado ao falar, e perdi totalmente o apetite, não sinto gosto da comida e o cheiro eu sinto, mas é pouco.",inform_symptoms
Mas infelizmente as upas estão tudo lotadas e a mãe dela não quer levar ela pro medico,others
Mas ela suavizou mais,inform_symptoms
Mas não estou sentindo febre e nem dor de cabeça,inform_symptoms
"Sim, mas foi em uma consulta online",others
Pegar peso,others
Assistindo televisão,others
"Sim está , só essa irritação na garganta mesmo",inform_symptoms
medi mas acho q meu termômetro tá quebrado,others
Hoje faz 11 dias,others
Ele não está sentindo dores no corpo e nem na cabeça,inform_symptoms
Até o momento que percebi nao,others
No momento n,others
"Tomará. Sou uma pessoa pública e não deixo ninguém saber o que estou passando para não desanimar ninguém. Sou conhecida como (Marie Araújo). Mas agora, não sei como vou ficar",others
"Vou pedir o nome aqui, só um minuto",others
Eu vou chamar um ambulância,others
Não!! Mas sinto dores nas costas e quando respiro fundo,inform_symptoms
Apvid,others
Meu marido está com os mesmos sintomas que eu,inform_symptoms
De novo?,request_inform
De 4 em 4,others
Desde quarta feira iniciei com uma congestao nazal,inform_symptoms
Perto do super do povo  da Silas mangunba,others
"Fica combinado, se no final de semana, persistir os sintomas, na segunda vou ao médico.",others
Ambos,others
"Eu tomei Dipirona nos dois primeiros dias e senti que os sintomas deram uma aliviada, mas depois no outro dia volta os sintomas",inform_medicine
Esperas longas,others
Estou dores fortes nas costas e tórax,inform_symptoms
isso tá mim deixando bastante tensa também,inform_symptoms
Mas só constou febre uma vez,inform_symptoms
As UPA estão contaminadas,others
Tenho muito medo de pegá essa doença,others
Ok então fico tentando baixar a febre em casa?,request_inform
Só um pouco ainda com dificuldade de respirar,inform_symptoms
Tudo bem. Muito obrigada,greeting
"Devemos isolá-lo imediatamente, então, certo?",request_inform
Agora por volta de 6:00 tomei novamente dipirona e um chá daqueles de sachê,inform_medicine
E o muay Thai fez eu sair do buraco q eu tava,others
"Sim, febre e dores no corpo",inform_symptoms
E puxo ar devagar,others
Se meu cansaço começar a ficar mais intenso tenho q ir a upa?,request_inform
Primeiro sintoma foi no sábado de manhã.  Não precisei ir ao hospital e nem exames.,others
Agora a pouco,others
Mas agora à noite aumentou um pouco,others
Não sinto febre nem dor de cabeça nem falta de ar.,inform_symptoms
Estou com muita secreção  no meu peito,inform_symptoms
Benicar,others
"Entendido, certo.",others
Nao foi a primeira vez que usei esse suplemento,inform_medicine
Na verdade meu tempo é bem preenchido,others
1 vez ao dia?,request_inform
E incansávelmente eu busco respostas positivas,others
Eu vivo deitada no celular,others
Mas foi só uma vez.,others
Vc pode indicar,others
Pius tenho idosa em casa,others
Vou ver com minha chefe,others
"Sim, obrigada",greeting
"Tosse mais muito pouca , dor de garganta teve ontem mais passou",inform_symptoms
Em meu trabalho mesmo vendo a mensagem que recebi de vcs sobre essa orientaçao,others
Mais tento me informar por aqui,others
Eu estava em dúvida em relação a lavagem de roupas que não tinha onde secar aqui no meu quarto,others
"E quanto a minha filha de 5 anos, ela teve quentinha 2 dias e está tossindo",inform_symptoms
"Depois ela passou, e no caso da mãe passou total, em mim eu fiquei com dor de garganta",inform_symptoms
A minha esposa amanhã completa os 14 dias dela de isolamento e eu vou estar no meu 7 dia,others
Mas quando toma dipirona demora mais a ter outra febre,inform_symptoms
Teria alguma forma de eu distingir esses dias,request_inform
"Aí fiquei boa, passei 14 dias isolada e hoje tô começando a sentir de novo",others
Quase duas semanas,others
e queimação ao respirat,inform_symptoms
me sentindo mal agira,inform_symptoms
A outra em outro dia,others
"A razão por ter entrado em contato foi pq o remédio não demonstrou efeito, como nos dias anteriores",others
Senhora,others
Mas eu já falei na central,others
Ontem  fui no upa mas nem as pulseiras laranja tava sendo chamada,others
Devo toma paracetamol  pra dor no corpo ?,request_inform
Tô com muito cansada,inform_symptoms
Muito*,others
Estou gelada,inform_symptoms
Mas irei sim,others
Ele ontem não sentiu febre a noite,inform_symptoms
Não piora e nem melhora. Tenho que puxar até o final a respiração,inform_symptoms
Obstrução nasal,inform_symptoms
Mais estão falando que tem gente que não dar febre da logo tosse e falta de ar,inform_symptoms
"Não tenho tosse, gripe e nem febre",inform_symptoms
No momento não,others
"Ninguém, não confio em ninguém",others
"Febre diminuiu, mais paladar e olfato, continuou sem",inform_symptoms
"Bom dia Barbara.To com dor no corpo, uma leve dor de cabeça e dor na garganta",inform_symptoms
"Ela disse que estava sentindo mal estar e dor na barriga desde sábado tbm , mas, não sei se se caracteriza como sintomas de covid",inform_symptoms
Meu esposo quando ele ta de folga,others
Para que possamos buscar um tratamento,others
Sou auxiliar de farmácia,others
Estou tomando muito líquido,inform_medicine
Tô acompanhando ele por vídeo,others
Quinta é sexta,others
E qdo faz algum esforço,others
Um secrecao q sinto do nariz e como se escorresse para a garganta e faz tipo um estalo como se fosse catarro preso,inform_symptoms
Ele no diz pra poder não ir pro hospital entende,others
Um pouco gripada,inform_symptoms
Batimentos 60,others
"Hoje eu me senti pior, não to com falta de ar, mas acordei mais mole, com dor no corpo e tosse",inform_symptoms
Logo no começo dessa pandemia eu gripei mais passou,inform_symptoms
Oq fazer tosse persistente,request_inform
No momento é errado ?,request_inform
"Olá Dayanne, prazer meu nome é kaline sou filha do Francisco.",greeting
Na hora de dormir fica ruim,others
Meu nome é Roceliane,others
e ontem não aguentei ir trabalhar e fui dispensado do trabalho e precisou fazer exames,others
A poucos minutos,others
Por volta de sexta fiquei febril,inform_symptoms
Hoje já estou  Com 13 dias,others
Ainda estou em isolamento.,others
Pode me dizer qual?,request_inform
Ainda sem paladar e sem sentir cheiro,inform_symptoms
Era somente isso mesmo . Obrigado!,greeting
Minha filha tem problemas respiratório,inform_symptoms
Tenho rinite alérgica e quando tenho crise preciso tomar antibiótico,inform_symptoms
"Dipirona pode aliviar a dor, mas se estiver inflamada?",request_inform
Meu pai está com 38 de febre,inform_symptoms
E tem varias pessoas que conheço que estão com os mesmos sintomas e acham que é só gripe,inform_symptoms
Lupus,inform_symptoms
Meu filho está febril. Olhos avermelhados. Nariz entupido,inform_symptoms
Rotina sempre em casa,others
Quando ando demais fico cansada,inform_symptoms
Vc aconselho eu tentar fazer aquele exame das farmácias?,request_inform
Não faço,others
Não tomei nenhum remédio,inform_medicine
Qual o que pode realizar no terceiro?,request_inform
Tudo que ele vai fazer cansa logo,inform_symptoms
nenhum,others
Deitado,others
Somente hoje,others
A dor de cabeça que estou sentindo é devido a esses dia sem dormir,inform_symptoms
Mas os sintomas não aumentaram de coriza e tosse,inform_symptoms
Não é só um pavor por não poder respirar,inform_symptoms
Farmacêutico...,others
Ouvi dizer q perda do olfato e paladar poderia ser um dos sintomas da covid,inform_symptoms
E tenho meus netos que tem problemas de bronquite e asma,inform_symptoms
"Acho que esses sintomas que estou tento, é devido ao respingos se chuva que peguei na segunda-feira a tarde. Por um descuido.  Tive inflamação na garganta de segunda pra terça,  tomei nimesulida contra isso. E a partir da terça-feira a tarde, veio as tosses.  Acho que esses meus sintomas é devido a esses respingos de chuva que peguei.",inform_symptoms
Essa queimação não tem nada a ver com o covid-19?,request_inform
Olá. Bom dia.  Gostaria de saber quais os cuidados recomendados para uma idosa diabética e hipertensa com os sintomas abaixo: - Teve 2 dias espirrando e com coriza  - Apresentou tosse seca esporádica - Reclama do nariz ressecado com sensação de entupimento - Relatou fraqueza - Teve perda total de olfato,inform_symptoms
"Como muita tosse, fortes dores no corpo",inform_symptoms
Tem como vir uma equipe médica no meu endereço?,request_inform
Já falei pra vocês que tive no hospital na quinta passada. O médico me examinou. Me escutou e viu a minha oxigenação e estava tudo normal. Ele só não olhou minha garganta.,inform_symptoms
Estou me sentindo bem melhor,inform_symptoms
Ela disse,others
Acredito qie estava bem forte,inform_symptoms
Mas quinta feira ele vomitou,inform_symptoms
Marina o seguinte eu estou muito preocupado. Isso é fato,others
Eu tô com infeção na urina muito frote,inform_symptoms
"Agora só estou com a dor nas costas, boca seca, diarréia não tão frequente",inform_symptoms
posso ser internada,others
Tudo bem muito obgda,greeting
Depois deu febre vomito e diarreia,inform_symptoms
E o que permanece e  a dor nas costas,inform_symptoms
"Aqui tem um posto, só que só funciona amanhã, a UPA é lotada, tenho medo de passar para outras pessoas",others
Já vai para o terceiro e ainda não passou,others
Ficou só às dores no meio das minhas costas,inform_symptoms
Pois não está passando com remédio,others
obgd,greeting
Senti muita fraqueza,inform_symptoms
Mais melhora muito pouco,others
Tem médico pra atender lá,others
Tendo todos os ciodados,others
"Espirros, moleza, falta de apetite",inform_symptoms
"Não estou com febre, agora. Sinto um pouco de dor nas costas, mas de forma muito sutil. Atribuo ao tem que passei deitada.",inform_symptoms
Ela não gosta das mesmas coisas que eu,others
Não . Tomei logo um remedio,inform_medicine
"Se piorar is sintomas, como dor no peito, o que fazer ?",request_inform
Esses sintomas aparecem e depois que eu tomo a medicação melhora.,inform_medicine
Como seria a falta de ar q o covid-19 causa.,request_inform
Como se a garganta tivesse fechando..,inform_symptoms
"Senti muita dor no corpo, de cabeça e febre",inform_symptoms
Tá bom muito obrigado,greeting
Nariz entupido e espirro,inform_symptoms
obrigado!,greeting
Nossa família toda é assim!,others
Porém já tenho um problema respiratório assim como meu pai possui,inform_symptoms
entedie,others
Aceleração no coração,inform_symptoms
Hoje sim. Não consegui levantar ainda.,others
Porém esses últimos sintomas passou,others
"Já fez duas ablação, toma remédio pra pressão alta.",inform_medicine
Moramos juntos,others
Poderia ser,others
Tem sido uma rotina repetitiva e estressante,others
Mau como,others
Aqui nessa número me informou que não tenho nenhum sintomas do covid.  Eu sei que é da saúde mental mais eu tinha dito obrigada só  Aí disse que ia minha encaminhar pra saúde mental mais eu não preciso  Foi só isso.,others
Já tive febre dor d cabeca cansaço perdi o olfato e paladar... Só q já fiquei boa desses sintomas pois já estar com 3 semana porém a 8 dias apareceu uma erupções na pele q conça,inform_symptoms
"Não, só moleza no corpo e não estou sentindo muito o gosto da comida .",inform_symptoms
Estou tossindo muito,inform_symptoms
"Obrigada ,boa noite.",greeting
Continuo tossindo e hoje um pouco de dores nas costas,inform_symptoms
"Certo, muito obrigada!",greeting
Atenalou acho que e assim o nome,others
Sim por favor.,greeting
Nos temos plano de saude,others
E redobrar os cuidados ?,request_inform
Eu gosto de treinar com meus amigos,others
Mas tenho muito medo que seja,others
Não sou fumante,others
Passei o contato pra uma amiga ela tá muito ruim tbm,others
Coriza sim,inform_symptoms
O NARIZ NÃO ESTA MAIS ENTUPIDO,inform_symptoms
Eu tentei,others
Mas ja bem,others
"Tá certo, desde já obrigado.",greeting
ELIZABETE MOREIRA DA COSTA LIMA,others
Devido a irritação e falta de paciencia,inform_symptoms
A mais velha está bem,others
Só que o que está me incomodando mais e o meu nariz,inform_symptoms
Temo a situação se agravar,others
Ainda posso transmitir o covid?,request_inform
Ele vem cartela,others
"Está melhorando, pois os outros sintomas sumiram, só a perda de olfato e paladar que ela continuou",inform_symptoms
Nessa semana eu falei com o Samuel por aqui,others
Obrigada! Bom trabalho,greeting
Só sinto dores no corpo,inform_symptoms
E sensação de peso na cabeça,inform_symptoms
De ontem pra hoje comecei a sentir dor nos olhos quando os movimento,inform_symptoms
Tá certo. Vou cumprir os 14 dias então.,others
O que eu poderia estar tomando?,request_inform
"Tá reclamando dizendo q n quer, mas eu vou levá-la a upa mesmo",others
Estou mim sentindo angustiada com muito medo,inform_symptoms
Um pouco... Mais a dor de cabeça continua,inform_symptoms
Obrigado pela atenção Valeska. Que Deus abençoe vc e a todos os profissionais da saúde.,greeting
Sensação,others
Irei ligar antes de ir,others
Só não bateu um raio x lá pq a máquina da UPA estava quebrada,others
Já tomei paracetamol,inform_medicine
Já estamos aqui no hospital,others
QUERO saber se preciso ir ao médico?,request_inform
ta bom,others
E calafrios como se eu estivesse com febre mais minha temperatura estar normal,inform_symptoms
Tenho que respirar bem fundo,inform_symptoms
Trancado direto,others
Eu tenho que ficar em quarto isolado?,request_inform
"E eu também passei a sentir somente a dor no corpo desde segunda à tarde. Porém, sem febre.",inform_symptoms
Agora eu não sei pq que as vezes me da tontura,inform_symptoms
Oq vc me diz,request_inform
"Olá, boa tarde!  Como a febre não passou mais com paracetamol desde ontem, resolvemos levá-lo ao hospital.",inform_medicine
500 mg....Até Quantos dia o tratamento?,request_inform
Um pouco de dor,inform_symptoms
Um pouco de febre,inform_symptoms
"Aqui é a filha dele, meu pai vem sentindo febre, dor nas costa (mais tou um relaxante muscular e não teve mais dor), tosse com secreção e com a boca amargando.",inform_symptoms
Muito obrigada pela atenção !,greeting
e utilizo alektos,inform_medicine
"Estou falando pela minha mãe, certo?!",request_inform
Não tive febre alta,inform_symptoms
"Minha mãe, prima e o filhos ela",others
Minha empresa está dentro das que podem funcionar o que faço?,request_inform
Já tentei me afastar das redes dos jornais das noticias,others
Mas nasceu em mim.,others
Sempre dá 38,others
"Nao. É pq passaram esse medicamento pro meu marido, ele tbm esta assim ha 5 dias",others
Estou bastante preocupado e também sofro transtorno de ansiedade aí fica pior ainda.,inform_symptoms
Tomo premidisona,inform_medicine
So mesmo sentido a garganta estranha,inform_symptoms
Os sintomas podem ser de Covid?,request_inform
Já tive febre mas tomei ibrofeno e passou,inform_medicine
Aqui é bairro de Fátima,others
"Uma coceira na garganta , mas pouca. Só de vez em quando",inform_symptoms
Jangurussu,others
"É obesa, hipertensa e idosa",inform_symptoms
O Corona vírus dá uma sensação horrível na boca ?,request_inform
Esposo e sogro,others
Começou na segunda-feira,others
"Hj amanheci com garganta doendo e tossindo .me deu uma dor de cabeça não muito forte , fraca. E depois um pouco de falta de ar....mas a falta de ar e pouca.tomei um remédio pra garganta e pra dor de cabeça.melhorei a dor de cabeça.mas ainda tenho pouco de falta de ar.e corpo um pouco dolorido como se fosse uma virose.",inform_symptoms
Qualquer coisa eu entro em contato,others
O médico mandou fica em casa,others
Aspirina,inform_medicine
"Estou assistindo vídeos, converso com amigos por mensagem",others
Até meu peito dói quando eu estou tocindo,inform_symptoms
Talvez esteja me prejudicando nesse momento,others
Porque estou com os ouvindo emflamando,inform_symptoms
"Não está tendo febre,nem dores no corpo nem dor de cabeça e não está com tosse",inform_symptoms
Próximo ao Riomar Papicu,others
"Ela sintiu tudo que eu sinto há uma semana atrás, hoje só persiste uma tosse muito seca e esse incômodo na garganta..",inform_symptoms
Garganta,others
E um cansaço físico,inform_symptoms
Hoje não tivemos febre,inform_symptoms
Gostaria de saber se posso usar esse xarope,request_inform
Porque moro só com minha irmã longe da famílianão quero conta pra ela porque ela já tem problema,others
Segunda,others
Não recordo bem o dia mas lembro que dia 22 ou 23 de abril ele já se queixava de uma moleza no corpo como se fosse gripar,inform_symptoms
Outra vez obrigado,greeting
Hoje cinco dias,others
"Não sei exatamente, mas creio que quarta",others
Disse que tá bem escura e esverdeada,others
É uma consulta  de acompanhamento,others
Esses sintomas vão piorar com certeza. Ou pode ser que não?,request_inform
Não entendi,others
Só uso sulfato ferroso,inform_medicine
Eles falou que não né,others
É necessário eu abandonar o quarto?,request_inform
So em um,others
Se pode agravar,others
E essa dor no meu corpo,inform_symptoms
"Estava tomando dipirona de 8 em 8 horas no começo, mas como a febre não passava diminuí o intervalo para 6, ontem tomei as 10 horas da manhã, e como não tive febre, não tomei as 18",inform_medicine
Quando tusso estou cheia de secreção,inform_symptoms
Ele disse que era,others
Cimegripe de 4 em 4 horas,inform_medicine
"Sim, entendido",others
Não tenho dúvidas alguma sobre o assunto,others
"Estava sendo acompanhando por aqui, hj amanheci muito melhor mais ao anoitecer sempre aumenta as faltas de ar.",inform_symptoms
"Não, mas estou com três parentes acometidos",others
O que a gente faz com ela,others
Percebo já faz uns quatro dias dor de cabeça leve que dá mais durante a noite e dor nas costas,inform_symptoms
"Olá Gabriela, boa noite. Estou com alguns sintomas gostaria de uma orientação por favor",request_inform
Esses sucos sao indicados?,request_inform
E desde o dia 10 de março que não saímos de casa.,others
E hj tive diarreia e acabei de medir a temperatura,inform_symptoms
Ontem a noite eu vomitei.,inform_symptoms
E ela tá muito frequente,others
Eu nunca mais  sai de casa faz quase um mes.,others
"bom dia Jessica, tudo bem?",greeting
"Boa tarde Pela manhã sintie,dor de garganta,o meu nariz amanheceu  escorrendo, dor de cabeça",inform_symptoms
Nao consegui pensa nisso ainda,others
Tem q ser constante ?,request_inform
Ele corre riscos?,request_inform
Verifiquei não,others
Unico sintoma so a tosse,inform_symptoms
Garganta doendo um pouco,inform_symptoms
Mas estava apouco com muito frio tomei dipirona que o médico passou caso sentisse febre e estou suando muito mas ainda com sensação de mal está,inform_symptoms
meu marido está sentindo umas palpitações no coração,inform_symptoms
N8,others
Mas foi drive thru na empresa q trabalho,others
QUAL A DOSE RECOMENDADA DO EXPEC ?,request_inform
Até agora continuou com dor de cabeça,inform_symptoms
Só me sinto cansado..,inform_symptoms
Sentir febre até sexta,inform_symptoms
"Boa noite, hoje senti muita dor de cabeçae atrás dos olhos, nariz entupido e cansaço. To voltando a sentir o sabor e o cheiro das coisas",inform_symptoms
tenho outra pergunta,request_inform
No momento somente isso,others
"Não, até em repouso em sinto. É como se eu não conseguisse puxar o ar o suficiente, como se a inspiração não fosse até o final.",inform_symptoms
Ainda não acho que estou com isso,others
Sentindo tb em quebradeira no corpo,inform_symptoms
Tô no soro,inform_medicine
Tamires,others
1 ano e 9 messes,others
Ele é ex fumante,others
Hoje pela manhã,others
Agora?,request_inform
Vou lá,others
Tambem,others
"Outra coisa, como não temos plano de saude para onde iremos, pois está tudo lotado e sem leito, né?",inform_symptoms
Esses sintomas sao sintomas leves de corona virus? Devemos encarar assim,request_inform
Eu já faço isso,others
Isso significa que ela está cansada?,request_inform
Chegou aí as imagens,others
Só um pouco febril pela manhã mas foi no inicio,inform_symptoms
Mesmo sem sintomas... Eu posso cansar muito a esse ponto?,request_inform
Então acordei hj dentes febre tomei um remédio,others
Oq eu faço?,request_inform
Pq ela quer ver o resultado,others
Eu estava querendo esperar até amanhã,others
Esrou me sentindo melhor,inform_symptoms
Na realidade desde o inicio da pandemia,others
"Sinto apenas dores no corpo, os olhos ardem um pouco, e calafrios sem eu estar com febre",inform_symptoms
"Desde do dia primeiro de maio tive sintomas de gripe com espirros e moleza, mas estou em repouso, estou com um pouco de catarro",inform_symptoms
tem como eu conseguir um atestado contigo por aqui pro trabalho ou preciso ir no hospital?,request_inform
"Os 2 estao isolados, mas moram em uma casa no bairro jardim Guanabara e a vizinhança nao tem seguido rigorosamente o distanciamento social",others
Quando me movimento,others
E o cansaço hj,inform_symptoms
Mas a dor de cabeça está insuportável e não passa com remédios,inform_symptoms
Esses sitomas pode piorar,others
2 prednisolona de 20mg  1 claritromicina 500 mg  1 cefalexina 500 mg,inform_medicine
É E tosse,inform_symptoms
Tenho criança,others
"Sábado dia 25 comecei com sintomas de gripe, dor no corpo e dor de cabeça, mal estar. Depois veio a falta de olfato e paladar. Hoje ja esta com 11 dias",inform_symptoms
Essas pintinhas vermelhas que apareceram em rosto é caso de covid?,request_inform
Foi no médico ele diz que é covid,others
Um chá d boldo pode,others
Algo assim,others
um mal estar....,inform_symptoms
Ir no upa agora estou leve preucupado em relação a ter infectado sendo que o meu caso  eu não sei ainda.,others
Não. Quero descansar um pouco.,others
Eu tinha ido no centro da cidade,others
É que estou com o nariz rececado sem conceguir respirar direito quero saber si pode ser a convide 19,inform_symptoms
Eu ja falei com vocês antes.  15/07/87,others
Quando eu pego na minha testa fico tonta,inform_symptoms
Alimentação ele não tem comido bem. Mais líquido estou dando muita água e suco.,others
Ou agora,others
Apesar de eu ser do grupo de risco nao tenho falta de ar,others
um mal estar,inform_symptoms
Do exame covid,others
Começou ontem à noite,others
Não estou me sentindo bem,inform_symptoms
Assim me tranquiliza também,others
E eu estou com medo de dormir e ficar sem ar,inform_symptoms
À tarde fui orientada a continuar com a dipirona de 500,inform_medicine
38 no começo,others
"Tive que trabalhar quarta e quinta, devido fazer parte dos serviços essenciais. Na ocasião, tive contato com outros profissionais de diversos equipamentos da Assistência Social.",others
Ah tá...,others
Meus sintomas estão fazendo 8 dias hoje,others
Obrigado.. Não vou a upa não pq tentei ir estar lotado..e graças a deus da face ruim eu já passei com a grana d Deus..muito obrigado amanhã vou ver se o teste ficou pronto e vou comprar a loratadina,greeting
"Muito obrigado,  tenha uma ótima noite.",greeting
Vou mim identificar assim,others
Boa noite.. Deus te abençoe também,greeting
Mas em março tive precisamente dia 18 passei 7 dias no antibiótico  tive febre dor de cabeça acima dos olhos dor no corpo e tosse seca. Bati rx no hospital central e disseram ser crise de sinusite,inform_symptoms
"Não pode tomar paracetamol, nem dipirona nem ibuprofeno",inform_medicine
"Desde de ontem, estou me sentindo muito cansada",inform_symptoms
"Desde quinta ou sexta, mais fica variando a temperatura",others
Não é muito não,others
Não. Já foi tudo muito bem esclarecido,others
"Depois que comecei a tomar o remedio ela passou a doer mais pela noite. Tem dias que dói de dia, mas nao muito",others
Faz tempo com a pandemia piorou,others
Estava em pé começou a sentir a tontura e sentou. E quando anda sente também.,inform_symptoms
Mais como saber se estou infectado para proteger a familia,others
mexo no celular e jogo videogame,others
Sem dor no peito,inform_symptoms
Nem indicar nada que eu possa comprar sem receita ?,request_inform
Ontem tive febre de novo,inform_symptoms
O meu pai esta doente,others
Com dificuldades de respirar,inform_symptoms
ainda estou tissundo e um pouco cansado e também estou com um micose no peito.,inform_symptoms
Mantém 15 dias,others
Mais não posso tomar nenhum tipo de comprimido pra grip,inform_medicine
Só se tiver acima de 37.8,others
Como um atendente já tinha falado aí eles só fazem exames em pasciente graves então se eu for não vai adiantar nada então melhor ficar em casa,others
"Ahhh e pra constar, meu nome é  kaline. Esse número q estou falando é meu.",others
Cansaço sim,inform_symptoms
Medo de faltar comida,others
Oi gabriela,others
Boa tarde Gabriela,greeting
Ok!! Obrigado pela atenção,greeting
Suco De Laranja com beterraba,inform_medicine
Bem Leve,others
Tomei dipirona a alguns minutos e to suando..,inform_medicine
